valor_emprestimo,valor_financiado,valor_financiado_investidores,prazo,taxa_juros,parcela,cargo,tempo_emprego,propriedade_casa,renda_anual,status_verificacao,status_emprestimo,finalidade,titulo,estado,dti,inadimplencia_2anos,consultas_ultimos_6meses,contas_abertas,registros_publicos,saldo_renovavel,utilizacao_renovavel,total_contas,status_lista_inicial,principal_pendente,principal_pendente_investidores,pagamento_total,pagamento_total_investidores,total_principal_recebido,total_juros_recebidos,valor_ultimo_pagamento,cobrancas_12_meses_exc_med,contas_atualmente_inadimplentes,total_cobrancas,saldo_atual_total,limite_total_renovavel,score_credito
10000,10000,10000,36,13.33,338.54,14,10,1,188000.0,2,0,4,6,4,17.69,0,1,25,0,14749,83.8,37,1,8596.79,8596.79,2016.43,2016.43,1403.21,613.22,338.54,0,0,0,230535,17600,C
10000,10000,10000,36,17.57,359.38,19,3,0,70000.0,2,0,9,11,17,10.41,0,0,12,0,7170,43.7,37,0,8903.54,8903.54,1796.48,1796.48,1096.46,700.02,359.38,0,0,0,268273,16400,D
10000,10000,10000,36,6.68,307.31,25,3,2,70000.0,1,0,2,3,31,9.57,0,0,3,0,6914,27.4,12,1,7947.19,7947.19,2454.77,2454.77,2052.81,401.96,307.31,0,0,0,7633,25200,A
33575,33575,33575,36,19.52,1239.58,15,6,0,80000.0,2,0,2,3,41,16.29,2,1,14,0,18618,70.3,21,1,26912.29,26912.29,11083.4,11083.4,6662.71,4420.69,1239.58,0,0,975,151136,26500,E
21125,21125,21125,36,19.19,776.39,18,10,2,60000.0,2,0,2,3,23,27.48,0,2,21,0,21012,56.8,38,1,18860.91,18860.91,3836.91,3836.91,2264.09,1572.82,776.39,0,0,0,163061,37000,E
14000,14000,14000,60,16.99,347.87,6,5,2,65000.0,2,4,1,2,43,31.57,0,1,13,0,12053,69.3,20,1,12906.87,12906.87,2451.83,2451.83,1093.13,1358.7,391.04,0,0,0,61308,17400,D
26000,26000,26000,60,18.25,663.78,19,6,1,109000.0,1,0,1,2,10,15.29,1,0,16,1,27368,83.7,32,1,24327.35,24327.35,4061.76,4061.76,1672.65,2389.11,663.78,0,0,0,195730,32700,E
35000,35000,35000,36,7.26,1084.87,12,10,0,270000.0,2,0,1,2,46,12.18,0,0,12,0,23769,52.7,34,1,34126.88,34126.88,1056.64,1056.64,873.12,183.52,1084.87,0,0,0,236874,45100,A
15000,15000,15000,36,10.99,491.01,15,10,0,95000.0,1,0,1,2,35,13.44,0,0,18,0,16242,44.5,27,1,12455.49,12455.49,3418.75,3418.75,2544.51,874.24,491.01,0,0,0,160593,36500,B
30000,30000,30000,36,18.54,1092.72,11,10,0,120000.0,1,0,4,6,10,10.51,1,0,15,0,9558,34.9,30,0,22518.34,22518.34,11942.67,11942.67,7481.66,4461.01,1092.72,0,0,0,36260,27400,E
10000,10000,10000,60,15.61,241.12,21,10,2,53000.0,1,0,4,6,12,11.91,0,1,5,0,988,24.1,16,1,9070.19,9070.19,1920.29,1920.29,929.81,990.48,241.12,0,0,597,10160,4100,D
35000,35000,35000,36,7.89,1095.0,15,10,0,116000.0,1,0,1,2,3,26.79,0,0,15,0,41508,48.1,27,1,33264.56,33264.56,2259.04,2259.04,1735.44,523.6,1095.0,0,0,0,210220,86300,A
7050,7050,7050,36,8.18,221.51,18,5,0,35000.0,1,0,1,2,1,16.94,0,0,11,0,7809,28.0,26,0,6526.09,6526.09,662.8,662.8,523.91,138.89,221.51,0,0,0,47538,27900,B
15000,15000,15000,60,19.24,391.1,9,10,0,36000.0,1,0,2,3,33,31.37,0,0,11,0,14899,76.8,28,0,11881.76,11881.76,5470.07,5470.07,3118.24,2351.83,391.1,0,0,0,54339,19400,E
7150,7150,7150,36,18.54,260.44,15,0,1,25000.0,1,0,9,11,4,21.27,0,0,13,0,6190,39.2,14,0,5366.77,5366.77,2857.48,2857.48,1783.23,1074.25,260.44,0,0,0,39665,15800,E
10275,10275,10275,36,11.53,338.98,9,8,0,42000.0,0,0,2,3,5,31.11,0,0,14,0,10245,21.6,29,1,9300.05,9300.05,1362.5,1362.5,974.95,387.55,338.98,0,0,0,216134,47400,B
15000,15000,14950,36,15.61,524.48,18,9,0,48000.0,2,0,2,3,43,32.1,0,0,9,0,14239,56.3,25,0,13656.65,13611.13,2182.47,2175.2,1343.35,839.12,524.48,0,0,0,209783,25300,D
9325,9325,9325,36,9.99,300.85,21,10,2,32676.0,1,0,4,6,32,16.2,0,0,5,0,256,2.2,16,1,7007.3,7007.3,3026.61,3026.61,2317.7,708.91,300.85,0,0,0,10084,11800,B
9500,9500,9500,36,12.29,316.86,12,1,2,140000.0,1,0,9,11,36,19.54,6,0,10,0,3013,50.7,31,0,8148.42,8148.42,1894.67,1894.67,1351.58,543.09,316.86,0,1,0,63130,5400,C
28000,28000,28000,36,7.26,867.9,4,7,0,650000.0,1,0,9,11,18,8.56,0,0,14,0,48020,91.3,30,1,26598.77,26598.77,1724.51,1724.51,1401.23,323.28,867.9,0,0,0,213242,52600,A
30000,30000,30000,60,13.18,685.36,16,2,2,100000.0,1,0,0,1,4,4.64,0,0,6,0,2436,11.2,29,0,29644.14,29644.14,663.39,663.39,355.86,307.53,685.36,0,0,0,9917,21800,C
8800,8800,8800,36,6.24,268.68,19,10,2,58000.0,1,0,1,2,10,13.72,0,0,7,0,21441,39.9,14,1,8353.0,8353.0,534.31,534.31,447.0,87.31,268.68,0,0,0,107440,53800,A
30000,30000,30000,60,19.99,794.65,23,10,1,75000.0,0,0,11,0,13,4.7,0,2,6,1,5805,41.8,15,1,28475.55,28475.55,3939.93,3939.93,1524.45,2415.48,794.65,0,0,0,5805,13900,E
17000,17000,16950,36,9.17,541.95,19,6,0,46000.0,1,0,1,2,20,14.95,0,0,16,0,18270,69.5,31,0,14908.06,14864.22,2692.43,2684.51,2091.94,600.49,541.95,0,0,0,202658,26300,B
15000,15000,15000,36,14.65,517.42,15,10,0,80000.0,2,0,2,3,45,18.96,1,1,21,0,23613,78.2,41,1,13287.21,13287.21,2586.55,2586.55,1712.79,873.76,517.42,0,0,0,219948,30200,C
10375,10375,10375,36,18.84,379.47,7,10,0,66491.0,2,0,11,0,13,38.48,0,0,10,0,17874,70.4,28,0,8049.57,8049.57,3783.84,3783.84,2325.43,1458.41,379.47,0,0,0,181658,25400,E
5600,5600,5600,36,11.44,184.51,14,2,0,52000.0,0,0,2,3,36,13.45,1,0,14,0,3462,56.8,21,1,3941.34,3941.34,2210.56,2210.56,1658.66,551.9,184.51,0,0,0,110983,6100,B
19300,19300,19300,60,15.61,465.35,8,10,0,114000.0,0,0,1,2,46,3.37,0,0,9,0,3177,44.7,31,1,17505.57,17505.57,3706.06,3706.06,1794.43,1911.63,465.35,0,0,0,124902,7100,D
10200,10200,10200,60,18.25,260.41,0,10,2,69000.0,2,0,2,3,4,14.52,0,0,10,0,6630,36.6,11,1,9657.32,9657.32,1281.37,1281.37,542.68,738.69,260.41,0,0,0,28020,18100,E
17500,17500,17500,60,13.99,407.11,9,10,2,43210.0,2,0,2,3,41,36.31,0,0,11,0,22104,65.4,27,1,17091.45,17091.45,787.02,787.02,408.55,378.47,407.11,0,0,0,24618,33800,C
35000,35000,35000,60,15.41,840.2,15,0,0,91000.0,1,0,6,8,45,15.43,0,0,9,0,28712,40.3,21,1,34609.26,34609.26,810.24,810.24,390.74,419.5,840.2,0,0,0,256160,71200,D
35000,35000,34950,36,12.69,1174.07,14,10,1,78000.0,1,0,1,2,10,24.92,2,0,11,0,52388,76.3,22,0,32562.57,32516.05,3472.86,3467.9,2437.43,1035.43,1174.07,0,0,0,52388,78100,C
8675,8675,8675,36,15.99,304.95,13,5,0,55000.0,1,0,1,2,30,3.91,0,1,6,0,4940,74.8,20,0,6228.58,6228.58,3651.69,3651.69,2446.42,1205.27,304.95,0,0,0,183609,6600,D
27950,27950,27950,36,7.89,874.44,3,10,0,265000.0,2,0,1,2,4,14.36,1,0,9,0,27325,41.8,24,1,23737.27,23737.27,5234.39,5234.39,4212.73,1021.66,874.44,0,0,0,506405,65400,A
24000,24000,23975,60,18.49,615.86,18,10,2,60000.0,2,0,2,3,4,33.36,2,1,9,0,8749,43.7,24,1,23753.94,23729.2,566.55,565.96,246.06,320.49,615.86,0,0,0,49482,20000,E
10500,10500,10500,36,10.99,343.71,8,9,0,60000.0,0,0,2,3,20,11.86,2,2,18,0,4477,9.1,44,0,8980.29,8980.29,2055.85,2055.85,1519.71,536.14,343.71,0,0,42,239383,49100,B
3000,3000,3000,36,18.55,109.29,19,7,0,50000.0,2,0,1,2,9,3.31,1,1,14,0,6938,81.6,32,1,2607.62,2607.62,649.56,649.56,392.38,257.18,109.29,0,0,0,197373,8500,E
20000,20000,20000,36,9.76,643.1,14,1,0,120000.0,0,0,2,3,4,10.42,2,0,13,0,8815,39.7,23,1,19519.57,19519.57,632.26,632.26,480.43,151.83,643.1,0,0,81,253104,22200,B
24000,24000,24000,60,16.99,596.34,6,5,2,95000.0,1,0,2,3,22,32.43,0,1,15,4,15344,85.2,21,1,23219.44,23219.44,1879.63,1879.63,780.56,1099.07,596.34,0,0,0,92592,18000,D
21100,21100,21100,60,18.25,538.68,8,2,2,48000.0,1,0,1,2,17,25.58,1,0,8,0,25744,75.5,20,1,19504.17,19504.17,3727.97,3727.97,1595.83,2132.14,538.68,0,0,0,43305,34100,E
4000,4000,4000,36,16.55,141.72,25,2,0,53000.0,2,0,9,11,2,19.45,0,0,7,0,26267,101.0,24,1,3646.56,3646.56,559.52,559.52,353.44,206.08,141.72,0,0,0,96196,26000,D
16000,16000,16000,60,17.57,402.57,8,6,2,48000.0,0,0,6,8,4,31.43,0,2,8,0,5276,58.6,25,1,15311.86,15311.86,1594.66,1594.66,688.14,906.52,402.57,0,0,6346,17943,9000,D
20000,20000,20000,60,12.69,451.9,14,10,0,50000.0,1,0,2,3,41,26.45,0,1,15,0,15062,33.0,30,1,18262.86,18262.86,3149.2,3149.2,1737.14,1412.06,451.9,0,0,226,78952,45700,C
26825,26825,26825,60,16.55,660.2,1,0,2,75000.0,1,0,1,2,41,22.11,0,0,19,0,31001,53.7,27,1,25333.22,25333.22,3251.67,3251.67,1491.78,1759.89,660.2,0,0,0,85331,57700,D
25000,25000,25000,60,18.55,642.34,18,1,0,78000.0,1,0,2,3,16,25.08,1,0,13,0,12934,52.6,33,1,23408.35,23408.35,3834.63,3834.63,1591.65,2210.86,642.34,0,0,835,216140,24600,E
15000,15000,15000,36,18.25,544.17,5,10,2,51000.0,2,5,2,3,12,17.44,0,2,9,2,7863,36.2,19,1,13706.69,13706.69,2161.47,2161.47,1293.31,868.16,544.17,0,0,0,25942,21700,E
30000,30000,30000,60,17.57,754.81,8,10,1,91000.0,1,0,2,3,17,10.27,0,0,11,0,43582,51.5,39,1,29039.39,29039.39,2235.15,2235.15,960.61,1274.54,754.81,0,0,0,383075,84600,D
20000,20000,20000,36,7.26,619.93,8,0,0,120000.0,1,0,1,2,32,6.0,0,1,9,0,20580,51.4,35,1,18494.14,18494.14,1851.72,1851.72,1505.86,345.86,619.93,0,0,0,236278,40000,A
10000,10000,10000,36,7.26,309.97,1,2,1,90000.0,1,0,2,3,43,11.2,0,0,8,0,7685,41.3,28,1,9499.55,9499.55,611.87,611.87,500.45,111.42,309.97,0,0,0,299605,18600,A
12000,12000,12000,36,5.32,361.38,1,0,0,70000.0,0,0,4,6,9,12.84,0,0,12,0,2192,7.4,45,1,11382.27,11382.27,719.21,719.21,617.73,101.48,361.38,0,0,0,263765,29500,A
10000,10000,10000,36,7.89,312.86,12,3,0,80000.0,0,0,2,3,10,22.81,0,0,12,1,13545,79.2,30,0,9253.79,9253.79,934.2,934.2,746.21,187.99,312.86,0,0,0,242715,17100,A
30000,30000,30000,36,14.65,1034.83,8,8,0,70000.0,1,0,1,2,48,18.48,0,1,5,0,17940,91.5,14,1,23680.41,23680.41,9289.05,9289.05,6319.59,2969.46,1034.83,0,0,0,240957,19600,C
22925,22925,22925,60,18.55,589.03,19,2,2,49871.0,1,0,1,2,42,35.5,0,0,7,0,33972,98.5,9,1,21714.92,21714.92,2897.9,2897.9,1210.08,1687.82,589.03,0,0,0,72099,34500,E
12000,12000,12000,36,12.69,402.54,14,1,0,84000.0,2,0,2,3,31,27.59,0,1,31,0,37735,70.5,47,0,10008.22,10008.22,2808.53,2808.53,1991.78,816.75,402.54,0,0,0,225514,53500,C
10800,10800,10800,60,13.18,246.73,10,0,2,52500.0,1,0,1,2,4,26.54,0,1,16,0,7990,32.0,47,1,10671.89,10671.89,278.36,278.36,128.11,150.25,286.27,0,0,0,185214,25000,C
9600,9600,9600,36,9.99,309.72,12,5,0,140000.0,1,0,2,3,21,6.14,1,0,9,0,5147,73.5,10,0,7213.97,7213.97,3086.54,3086.54,2386.03,700.51,309.72,0,0,0,201937,7000,B
24000,24000,24000,60,8.18,488.71,11,2,1,260000.0,1,0,0,1,41,8.78,0,0,12,0,15125,30.3,24,1,22352.14,22352.14,2432.64,2432.64,1647.86,784.78,488.71,0,0,0,92164,49900,B
3500,3500,3500,36,12.29,116.74,13,5,2,60000.0,1,0,1,2,32,11.12,1,0,10,1,3554,35.2,16,0,3254.82,3254.82,344.25,344.25,245.18,99.07,116.74,0,0,1503,33518,10100,C
35000,35000,35000,60,16.55,861.4,15,2,2,71000.0,2,0,1,2,32,38.86,0,1,21,0,22045,54.3,33,0,31820.12,31820.12,6859.02,6859.02,3179.88,3679.14,861.4,0,0,0,136769,40600,D
8600,8600,8600,36,10.99,281.52,25,10,0,65000.0,0,0,4,6,25,28.5,3,0,15,0,24398,21.4,33,0,6486.78,6486.78,2804.7,2804.7,2113.22,691.48,281.52,1,0,1000,295982,58900,B
24000,24000,24000,60,17.86,607.62,19,10,2,60000.0,2,0,2,3,12,14.91,0,1,6,0,7853,80.1,13,0,23237.5,23237.5,1763.33,1763.33,762.5,1000.83,607.62,0,0,0,89901,9800,D
18575,18575,18575,36,6.92,572.87,13,10,0,115000.0,2,0,1,2,41,23.52,0,2,20,0,8200,16.4,30,1,14285.21,14285.21,5148.69,5148.69,4289.79,858.9,572.87,0,0,0,106784,49900,A
11000,11000,11000,36,6.89,339.1,19,10,2,100040.0,2,0,2,3,32,12.66,1,0,8,0,10973,47.1,26,0,10167.41,10167.41,1008.88,1008.88,832.59,176.29,339.1,0,0,0,34381,23300,A
11925,11925,11925,60,19.52,312.77,0,1,1,26000.0,1,0,2,3,9,21.14,0,0,6,0,15378,71.2,10,1,10918.78,10918.78,2489.23,2489.23,1006.22,1483.01,312.77,0,0,0,18223,21600,E
8975,8975,8975,36,15.61,313.81,19,8,0,56000.0,0,0,2,3,41,22.78,1,0,8,0,4016,48.4,21,1,7324.84,7324.84,2502.7,2502.7,1650.16,852.54,313.81,0,0,0,100031,8300,D
8000,8000,8000,36,8.18,251.36,14,10,0,45000.0,0,0,1,2,13,25.71,1,2,17,0,9065,14.4,32,1,7605.0,7605.0,499.08,499.08,395.0,104.08,251.36,0,0,0,280279,62790,B
16000,16000,16000,36,14.99,554.57,18,10,0,47000.0,1,0,1,2,25,25.89,0,1,11,0,14440,56.9,14,0,11845.2,11845.2,6086.95,6086.95,4154.8,1932.15,554.57,0,0,60,124996,25400,C
26800,26800,26750,60,16.55,659.59,20,5,2,120000.0,1,0,2,3,43,13.91,0,0,14,1,3748,36.7,34,0,23713.53,23669.29,6694.46,6681.97,3086.47,3607.99,659.59,0,0,1076,48074,10200,D
10000,10000,10000,36,5.93,303.91,24,9,0,74000.0,0,0,2,3,4,4.74,0,0,6,0,7354,40.6,10,1,7663.76,7663.76,2728.6,2728.6,2336.24,392.36,303.91,0,0,0,269933,18100,A
9975,9975,9975,36,17.57,358.48,1,3,1,24960.0,2,0,2,3,25,35.19,0,1,5,0,29548,85.6,5,1,8421.06,8421.06,2499.62,2499.62,1553.94,945.68,358.48,0,0,0,29548,34500,D
24000,24000,24000,60,13.99,558.32,19,10,2,70000.0,1,0,2,3,10,14.27,0,0,8,0,18097,80.1,22,1,21678.77,21678.77,4429.25,4429.25,2321.23,2108.02,558.32,0,0,0,130635,22600,C
20000,20000,20000,36,17.86,721.65,11,7,2,100000.0,0,0,2,3,32,22.26,0,3,18,0,22737,67.9,46,0,15948.91,15948.91,6475.01,6475.01,4051.09,2423.92,721.65,0,0,0,83338,33500,D
15000,15000,15000,36,9.99,483.94,10,7,0,42325.0,0,0,2,3,10,18.94,1,0,6,12,12171,92.0,15,0,13913.81,13913.81,1443.5,1443.5,1086.19,357.31,483.94,0,0,9867,91675,13200,B
30000,30000,30000,36,6.89,924.81,8,1,0,165000.0,2,0,1,2,41,10.7,1,0,12,0,60305,62.0,20,1,28213.79,28213.79,2035.7,2035.7,1786.21,249.49,847.18,1,0,0,401538,97100,A
11600,11600,11600,36,7.89,362.92,23,10,0,110000.0,2,0,11,0,6,7.31,0,0,5,0,28846,87.4,15,1,8951.25,8951.25,3256.11,3256.11,2648.75,607.36,362.92,0,0,0,206376,33000,A
9600,9600,9600,36,13.99,328.06,8,4,0,65000.0,1,0,11,0,45,20.72,0,2,11,1,3237,17.5,39,1,8493.81,8493.81,1632.84,1632.84,1106.19,526.65,328.06,0,0,1077,60230,18500,C
6500,6500,6500,36,9.17,207.22,14,10,0,75000.0,1,0,2,3,9,17.42,0,0,14,3,10857,60.0,31,0,6023.73,6023.73,618.35,618.35,476.27,142.08,207.22,0,0,0,493220,18100,B
17000,17000,17000,36,7.26,526.94,11,3,0,125000.0,2,0,2,3,25,11.9,0,0,8,0,18089,59.9,22,1,16149.25,16149.25,1047.02,1047.02,850.75,196.27,526.94,0,0,0,44809,30200,A
20000,20000,20000,36,6.49,612.89,19,9,0,62000.0,1,0,4,6,29,11.21,0,0,8,0,170,0.5,19,0,13759.87,13759.87,7340.26,7340.26,6240.13,1100.13,612.89,0,0,0,284292,31100,A
30000,30000,29975,60,18.55,770.81,17,2,0,200000.0,2,0,2,3,31,17.97,0,1,17,0,48707,94.0,39,1,28084.96,28061.55,4593.94,4590.11,1915.04,2678.9,770.81,0,0,0,536790,51800,E
15000,15000,15000,60,13.99,348.95,17,8,0,82000.0,1,0,9,11,20,10.1,2,0,5,0,5236,93.5,13,1,14109.09,14109.09,1733.09,1733.09,890.91,842.18,348.95,1,0,0,25726,5600,C
28000,28000,28000,36,15.61,979.02,11,4,0,117000.0,1,0,2,3,33,10.89,0,4,9,1,40182,79.7,16,0,22170.1,22170.1,8762.62,8762.62,5829.9,2932.72,979.02,0,0,5825,277105,50400,D
30000,30000,29900,60,12.59,676.32,13,8,0,105000.0,1,0,2,3,9,19.69,0,0,14,0,5661,15.6,33,1,29638.43,29539.64,644.84,642.69,361.57,283.27,676.32,0,0,0,389514,36300,C
4450,4450,4450,36,17.14,158.97,8,10,2,48000.0,2,0,2,3,9,5.51,0,1,14,1,2846,14.6,32,0,3322.24,3322.24,1744.43,1744.43,1127.76,616.67,158.97,0,0,287,2846,19500,D
18900,18900,18900,60,20.99,511.21,9,4,1,45000.0,1,0,2,3,22,8.48,0,2,24,0,9039,39.0,73,0,18719.39,18719.39,577.32,577.32,180.61,396.71,599.36,0,0,0,53289,23200,E
24000,24000,24000,36,5.32,722.76,12,7,0,150000.0,0,0,1,2,34,10.82,0,0,20,0,23225,31.3,32,1,20260.61,20260.61,4322.37,4322.37,3739.39,582.98,722.76,0,0,0,77671,74100,A
12000,12000,12000,36,6.92,370.09,8,2,2,75000.0,0,0,2,3,5,15.18,0,0,9,0,11520,61.0,19,1,9228.68,9228.68,3358.49,3358.49,2771.32,587.17,370.09,0,0,0,31150,18900,A
13000,13000,13000,36,12.59,435.46,15,2,0,70000.0,1,0,2,3,9,14.83,2,2,18,0,12133,70.1,28,1,12700.93,12700.93,417.27,417.27,299.07,118.2,435.46,0,0,0,182753,17300,C
7000,7000,7000,36,8.18,219.94,9,5,0,20000.0,1,0,2,3,9,28.99,0,0,11,1,6578,36.7,19,0,6479.8,6479.8,656.64,656.64,520.2,136.44,219.94,0,0,0,11955,17900,B
6525,6525,6525,36,19.19,239.81,19,10,2,80371.0,2,0,2,3,4,23.19,0,2,10,0,6146,65.4,33,0,5530.02,5530.02,1661.28,1661.28,994.98,666.3,239.81,0,0,0,149969,9400,E
23375,23375,23375,36,18.55,851.53,18,10,0,120000.0,2,0,2,3,4,30.19,2,2,23,0,13464,37.0,32,1,20847.09,20847.09,4209.47,4209.47,2527.91,1681.56,851.53,1,0,2705,227396,36750,E
10500,10500,10500,36,9.17,334.73,22,10,0,45500.0,1,0,2,3,12,12.13,0,0,14,1,9895,39.0,34,1,9470.3,9470.3,1328.22,1328.22,1029.7,298.52,334.73,0,0,0,10004,25400,B
3000,3000,3000,36,16.55,106.29,16,6,0,54000.0,0,0,1,2,5,10.42,0,1,8,0,5447,72.6,22,1,2596.83,2596.83,632.22,632.22,403.17,229.05,106.29,0,0,0,315393,7500,D
18000,18000,17950,60,18.25,459.54,17,0,1,90000.0,1,0,2,3,10,20.43,0,1,12,3,11562,78.7,17,0,16009.65,15965.18,4558.9,4546.24,1990.35,2568.55,459.54,0,0,100,65094,14700,E
9050,9050,9050,36,15.61,316.44,11,2,2,45000.0,0,0,11,0,29,2.92,0,0,11,0,2635,11.4,28,0,4736.85,4736.85,4741.43,4741.43,4313.15,428.28,316.44,0,0,0,2635,23100,D
10950,10950,10950,36,15.61,382.87,14,10,0,98000.0,0,0,2,3,4,10.43,0,1,17,0,7369,27.8,55,1,10219.29,10219.29,1139.11,1139.11,730.71,408.4,382.87,0,0,1600,35310,26500,D
15000,15000,15000,60,15.61,361.67,17,4,0,80000.0,2,0,2,3,34,26.57,0,3,43,0,16241,26.4,72,1,8825.76,8825.76,7642.71,7642.71,6174.24,1468.47,4887.04,0,0,1494,349391,61600,D
29975,29975,29975,60,18.84,774.94,14,2,2,60000.0,1,0,2,3,43,30.52,14,0,20,0,33016,74.5,40,0,26707.41,26707.41,7686.65,7686.65,3267.59,4419.06,774.94,0,0,0,75844,44300,E
3500,3500,3500,36,15.61,122.38,23,10,2,100000.0,0,0,11,0,9,13.01,0,0,10,0,13914,60.8,17,1,3345.3,3345.3,241.72,241.72,154.7,87.02,122.38,0,0,2691,38529,22897,D
12600,12600,12600,36,16.55,446.41,11,10,2,35000.0,0,0,2,3,10,30.71,6,1,17,0,6649,30.1,30,1,11198.7,11198.7,2220.47,2220.47,1401.3,819.17,446.41,0,0,0,36204,22100,D
7000,7000,7000,36,6.03,213.05,8,7,2,125000.0,0,0,2,3,4,16.48,1,0,14,0,6562,14.3,30,1,4805.51,4805.51,2554.26,2554.26,2194.49,359.77,213.05,0,0,0,123464,46000,A
18000,18000,18000,36,13.99,615.11,11,10,0,75000.0,0,0,2,3,16,18.43,0,0,7,0,12472,66.3,15,1,16350.39,16350.39,2425.46,2425.46,1649.61,775.85,615.11,0,0,0,353778,18800,C
11975,11975,11975,36,16.55,424.27,13,10,0,94000.0,1,0,2,3,41,13.34,1,0,6,0,2934,36.7,13,1,10365.71,10365.71,2523.6,2523.6,1609.29,914.31,424.27,0,0,1156,27643,8000,D
28000,28000,28000,36,6.39,856.78,4,5,0,205000.0,1,0,4,6,25,11.19,0,0,7,0,25786,47.3,9,1,21493.52,21493.52,7701.08,7701.08,6506.48,1194.6,856.78,0,0,0,49938,54500,A
15000,15000,15000,36,9.99,483.94,12,2,0,75000.0,0,0,2,3,6,19.84,1,0,10,0,13216,55.8,18,1,12042.37,12042.37,3863.2,3863.2,2957.63,905.57,483.94,0,0,0,292419,23700,B
4200,4200,4200,36,6.68,129.08,19,10,0,53000.0,0,0,2,3,1,21.24,1,0,8,0,15958,64.3,25,1,3337.74,3337.74,1031.08,1031.08,862.26,168.82,129.08,0,0,0,93391,24800,A
11100,11100,11100,36,18.25,402.69,2,9,0,37000.0,0,0,2,3,10,38.11,2,3,9,0,3233,28.1,14,0,9642.29,9642.29,2449.9,2449.9,1457.71,992.19,402.69,0,0,0,113279,11500,E
14000,14000,14000,60,18.55,359.72,11,3,0,52000.0,1,0,2,3,29,14.7,0,2,6,1,4051,55.5,31,1,13260.99,13260.99,1784.17,1784.17,739.01,1045.16,359.72,0,0,0,35168,7300,E
15000,15000,15000,36,12.59,502.46,14,10,0,92000.0,0,0,2,3,32,14.34,0,0,24,1,9718,36.0,36,1,14654.91,14654.91,481.48,481.48,345.09,136.39,502.46,0,0,0,109179,27000,C
27300,27300,27250,60,12.29,611.29,13,2,0,75000.0,0,0,2,3,25,30.96,0,0,14,0,19184,39.6,27,1,26294.7,26246.54,1796.59,1793.3,1005.3,791.29,611.29,0,0,0,276606,48400,C
2300,2300,2300,36,17.57,82.66,2,3,2,33990.0,2,0,2,3,32,6.6,0,2,8,0,3428,14.6,13,0,1887.45,1887.45,669.27,669.27,412.55,256.72,82.66,0,0,0,4976,23400,D
13975,13975,13975,60,18.84,361.29,19,10,0,53000.0,0,0,2,3,41,21.09,0,1,9,0,14640,90.4,12,0,12614.86,12614.86,3236.98,3236.98,1360.14,1876.84,361.29,0,0,53,185847,16200,E
28000,28000,28000,36,5.32,843.22,23,10,0,100000.0,0,0,1,2,43,10.15,0,1,13,0,42132,25.9,26,1,24372.55,24372.55,4207.82,4207.82,3627.45,580.37,843.22,0,0,0,211525,162800,A
11550,11550,11125,60,18.55,296.77,18,8,2,110000.0,2,0,2,3,43,24.56,2,1,19,3,6736,42.4,25,0,11189.81,10778.06,866.5,834.62,360.19,506.31,296.77,0,0,0,82550,15900,E
28000,28000,27750,36,6.24,854.87,11,1,0,200000.0,0,0,1,2,41,17.16,1,0,10,0,16544,62.0,29,1,27290.73,27047.06,835.46,828.0,709.27,126.19,854.87,0,0,0,280161,26500,A
10000,10000,10000,36,6.89,308.27,9,9,0,47800.0,1,0,2,3,35,10.44,0,0,12,0,8231,46.2,24,1,8731.25,8731.25,1537.52,1537.52,1268.75,268.77,308.27,0,0,0,333195,17800,A
4500,4500,4500,36,15.99,158.19,8,10,0,151000.0,2,0,9,11,20,14.68,0,4,17,1,8731,59.4,43,1,3230.93,3230.93,1894.28,1894.28,1269.07,625.21,158.19,0,0,0,38278,14700,D
3000,3000,3000,36,7.89,93.86,14,1,0,70000.0,0,0,4,6,0,16.13,0,2,16,0,11339,23.7,22,1,2925.86,2925.86,92.54,92.54,74.14,18.41,93.86,0,0,0,46115,47900,A
10625,10625,10625,60,13.33,243.56,19,6,0,50492.0,2,0,1,2,1,18.33,0,1,11,0,13095,60.0,35,1,9983.23,9983.23,1209.93,1209.93,641.77,568.16,243.56,0,0,0,92253,21800,C
21975,21975,21975,60,19.52,576.35,16,10,0,50000.0,1,0,2,3,21,18.87,0,0,11,0,35326,78.5,17,1,20120.87,20120.87,4563.14,4563.14,1854.13,2709.01,576.35,0,0,0,231439,45000,E
5000,5000,5000,36,11.53,164.96,21,10,1,55000.0,2,0,4,6,4,21.14,1,1,7,1,6098,63.5,18,1,4645.86,4645.86,491.68,491.68,354.14,137.54,164.96,0,0,0,235912,9600,B
16750,16750,16725,60,15.61,403.87,17,8,0,73000.0,2,0,2,3,29,17.29,1,0,8,0,4289,19.3,34,0,15597.2,15573.92,2401.1,2397.52,1152.8,1248.3,403.87,0,0,0,186932,22200,D
13600,13600,13600,60,19.19,354.22,10,10,2,40040.0,2,0,2,3,4,32.76,0,0,9,0,4143,56.8,21,0,13324.35,13324.35,751.93,751.93,275.65,476.28,354.22,0,0,0,27872,7300,E
35000,35000,35000,60,20.99,946.68,13,10,0,100000.0,2,0,1,2,5,27.9,0,1,10,0,82012,92.0,19,1,33268.1,33268.1,4692.59,4692.59,1731.9,2960.69,946.68,0,0,0,350370,89400,E
