marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,aleatoria_1,aleatoria_2,aleatoria_3,valor
6,2019,6,11,12,1,6,4,83,3,2,0,0,1000,115,40,2201,9784
6,2022,10,18,6,0,0,3,512,1,1,0,0,250,103,14,1146,18164
5,2016,6,7,8,0,0,3,598,3,0,0,0,500,193,16,2766,21634
7,2013,2,2,6,0,0,4,209,2,3,0,250,0,183,14,1743,5255
9,2022,6,12,16,1,6,4,120,1,1,0,0,2000,134,13,1270,10773
7,2011,4,8,2,0,0,2,134,2,1,0,1000,0,160,36,1015,5832
4,2010,4,7,12,1,6,1,197,3,2,0,500,250,104,18,1915,12449
10,2012,4,8,16,0,0,3,535,3,0,0,2000,250,177,46,2535,25656
4,2014,8,9,8,0,0,2,551,1,3,0,0,250,140,11,1146,18461
5,2015,6,11,8,0,0,2,430,3,2,0,0,250,140,28,1970,19661
1,2012,10,12,16,0,0,3,498,1,0,0,0,250,127,48,1454,21223
6,2010,12,18,16,0,0,3,542,3,2,0,0,1000,109,26,2426,24916
9,2012,2,4,8,1,2,1,191,1,1,0,1000,2000,151,26,2367,8411
9,2012,10,11,16,1,6,3,37,1,0,0,0,500,193,49,2822,18136
8,2010,4,6,16,0,0,2,473,3,0,0,2000,250,131,33,2971,22595
5,2014,12,23,8,0,0,2,436,0,2,0,250,250,175,22,2711,22594
9,2018,4,7,16,1,4,3,149,0,1,0,0,500,144,37,2031,12023
3,2014,8,8,32,0,0,1,80,2,3,0,250,0,115,23,1049,4535
9,2016,10,16,4,0,0,2,502,1,1,0,0,500,189,32,2724,15324
3,2014,6,7,12,1,4,2,30,0,4,0,1000,500,163,32,2623,9189
5,2012,10,15,8,0,0,3,576,0,0,0,250,250,134,19,1903,20428
6,2019,4,7,16,1,4,4,106,3,2,0,0,500,179,47,1012,11239
1,2014,4,5,16,0,0,2,471,3,2,0,1000,250,116,26,2225,18955
6,2011,6,11,2,0,0,3,145,2,1,0,0,250,186,36,1658,7248
6,2013,2,2,12,1,2,1,119,1,4,0,1000,125,141,20,1433,7136
10,2022,8,13,8,0,0,3,473,3,0,0,0,500,121,28,2430,23990
3,2022,6,12,64,0,0,1,70,2,1,0,0,250,149,36,2976,8771
6,2010,6,9,8,0,0,2,508,3,0,0,2000,250,120,45,2897,22235
4,2018,10,15,32,0,0,3,593,1,3,0,0,500,197,25,2888,19735
9,2019,12,20,6,0,0,3,539,1,1,0,0,500,145,32,1157,16399
6,2015,10,12,8,0,0,3,546,3,0,0,0,250,156,42,1989,22007
8,2023,4,8,8,0,0,2,575,0,0,0,0,2000,104,31,1924,21393
7,2010,2,3,6,0,0,1,95,2,3,0,250,0,151,23,2508,4589
3,2012,4,6,16,1,6,4,179,1,4,0,0,1000,130,22,1572,10425
8,2022,4,8,16,0,0,2,599,3,2,0,0,250,132,31,2570,20315
2,2016,6,10,2,0,0,4,227,2,3,0,0,250,146,16,2416,5898
4,2019,4,8,16,1,6,4,105,0,3,0,0,1000,102,47,2991,10592
5,2015,12,18,16,0,0,3,441,3,0,0,0,250,152,10,2391,14978
7,2021,12,24,16,0,0,1,95,2,1,0,1000,0,182,42,2816,5789
1,2021,12,12,8,0,0,2,534,1,0,0,0,250,155,31,1376,17395
6,2016,8,10,12,1,2,1,193,1,2,0,0,1000,117,32,2129,9275
1,2021,8,11,8,0,0,2,480,0,2,0,0,1000,127,24,1831,16847
1,2016,12,23,16,0,0,2,433,0,2,0,0,250,114,24,1370,15409
9,2021,10,16,8,0,0,3,237,1,1,1,0,1000,149,40,1109,11365
5,2018,4,5,16,0,0,3,460,0,0,0,0,1000,132,37,2014,16675
6,2021,4,7,16,0,0,2,520,3,2,0,0,2000,127,12,2828,17834
6,2023,4,4,16,0,0,2,554,2,4,0,0,500,145,34,1293,13024
10,2017,6,10,16,0,0,3,528,3,2,0,0,1000,171,42,2287,23353
6,2014,10,19,6,0,0,1,302,2,3,0,500,0,193,42,1330,10746
2,2011,6,8,2,0,0,4,460,2,3,0,1000,0,100,32,1423,12201
2,2023,8,15,32,0,0,3,340,2,1,0,0,500,170,37,1278,11299
1,2023,6,6,8,0,0,2,469,3,2,0,0,250,154,25,1223,19719
0,2016,8,13,16,1,4,1,138,1,1,0,0,2000,157,46,1172,11964
3,2013,4,5,8,0,0,1,253,2,3,0,1000,0,177,14,2152,7001
3,2019,6,12,16,1,6,4,198,3,0,0,0,250,120,20,2968,22610
0,2020,12,14,16,0,0,2,350,2,4,0,1000,0,155,21,2007,11585
2,2020,10,11,8,0,0,2,595,3,2,0,0,250,169,30,1245,17269
7,2013,4,6,2,0,0,1,74,2,1,0,500,0,116,27,1520,3383
8,2020,10,10,16,0,0,2,515,3,0,0,0,250,177,23,1295,20983
1,2013,12,24,8,0,0,2,484,0,2,0,250,250,106,42,1155,20230
5,2019,4,7,8,0,0,3,482,1,2,0,0,2000,178,30,1608,21223
8,2011,8,13,16,1,6,3,54,0,2,0,500,1000,171,35,1351,23152
4,2021,6,9,8,0,0,2,504,1,2,0,0,2000,159,34,2671,17661
7,2023,4,6,8,0,0,3,153,2,3,0,250,500,147,49,1292,5125
4,2012,12,15,12,1,4,2,88,3,2,0,0,2000,109,34,2745,10746
7,2021,6,10,6,0,0,2,117,2,3,0,1000,0,192,44,2478,5595
7,2022,12,23,8,0,0,1,259,2,1,0,1000,250,140,29,2297,8106
8,2011,6,9,16,1,6,3,61,0,0,0,1000,2000,118,11,2135,21842
4,2017,6,10,12,1,6,1,99,0,3,0,0,500,161,21,1715,9699
8,2015,4,7,8,0,0,3,547,1,0,0,0,2000,165,41,2475,21216
3,2017,10,17,12,1,4,3,106,1,1,0,0,2000,107,42,1076,10194
0,2018,6,9,64,0,0,2,398,1,0,1,0,500,129,40,2610,14577
2,2014,6,11,2,0,0,2,522,1,2,0,500,2000,135,42,1079,18400
7,2016,4,5,8,0,0,3,251,2,1,0,0,500,149,29,2579,7023
10,2017,10,17,16,0,0,2,502,1,0,0,0,500,181,46,2101,20564
8,2014,12,17,32,1,6,1,143,1,2,0,0,2000,101,46,1911,18539
5,2019,6,9,16,0,0,3,597,3,0,0,0,250,104,49,1435,18739
1,2017,4,4,16,0,0,2,421,1,2,0,0,1000,145,23,2716,13715
5,2023,6,6,8,0,0,2,458,3,2,0,0,1000,176,45,2749,22226
0,2017,10,15,16,1,6,1,71,3,4,0,0,250,139,21,2809,10603
10,2015,12,24,16,0,0,2,409,3,2,0,0,2000,156,35,2959,21641
2,2015,8,12,16,0,0,1,420,2,1,0,500,0,110,43,2212,10403
6,2016,4,7,32,0,0,1,515,2,4,0,2000,0,171,15,2816,13801
0,2014,4,7,32,1,6,1,75,3,2,0,0,2000,137,22,1034,17049
0,2023,8,9,8,0,0,2,503,1,4,0,0,250,116,31,1582,16916
1,2019,8,8,8,0,0,2,549,3,0,0,0,1000,174,44,1211,18646
2,2020,6,11,16,0,0,2,406,2,3,0,250,0,125,28,1282,10196
9,2015,8,12,16,1,6,1,186,3,0,0,0,250,138,46,1732,13722
2,2012,4,8,2,0,0,2,411,2,3,0,0,500,197,32,1137,11467
8,2019,6,10,8,0,0,2,541,3,2,0,0,1000,166,41,1586,22463
3,2015,6,10,12,1,4,1,146,1,1,0,0,1000,124,20,1915,9804
8,2010,4,8,16,0,0,2,401,0,0,0,0,2000,187,13,2696,16784
9,2014,6,8,8,0,0,2,571,1,1,1,500,250,186,21,2770,17871
5,2010,12,17,8,0,0,2,416,0,2,0,2000,250,129,48,1484,21647
0,2021,10,18,32,0,0,4,108,2,2,0,2000,0,145,39,1757,9081
9,2014,6,10,16,1,6,2,101,0,4,0,0,250,140,19,2228,11649
9,2020,8,11,4,0,0,3,577,1,2,0,0,250,190,33,2359,19905
2,2019,4,6,6,0,0,3,316,1,0,1,0,1000,149,32,2930,14075
6,2012,12,12,32,1,6,4,30,0,0,0,250,1000,143,10,1452,13932
3,2015,10,13,12,0,0,1,192,2,1,0,250,0,109,13,1485,6914
3,2014,6,12,12,1,4,1,200,3,3,0,1000,125,172,37,1834,12256
2,2010,4,8,8,0,0,3,537,1,0,0,0,250,101,12,1698,17513
0,2022,10,15,12,1,2,4,134,1,4,0,0,1000,120,11,2985,8704
6,2021,4,6,64,0,0,3,331,1,1,1,0,1000,174,15,2460,12620
8,2022,8,16,8,0,0,3,570,3,2,0,0,500,173,26,1421,21913
6,2022,12,18,8,1,2,4,76,1,4,0,0,250,124,46,2161,8592
4,2010,6,11,8,1,4,4,171,1,4,0,0,250,168,32,1005,9072
10,2016,6,12,16,0,0,3,549,1,2,0,0,2000,121,49,2236,18872
10,2021,12,15,16,0,0,3,544,3,0,0,0,1000,168,30,2118,21513
1,2019,6,7,8,0,0,2,526,3,2,0,0,250,172,40,1929,19894
2,2014,8,10,16,0,0,2,239,1,0,1,1000,250,110,21,1560,12334
1,2016,10,20,8,0,0,3,431,1,0,0,0,250,143,38,2790,24499
1,2015,8,13,16,0,0,2,478,3,2,0,0,500,104,22,2823,17437
1,2014,6,11,8,0,0,2,572,3,0,0,250,250,105,35,1284,19820
4,2018,10,10,8,1,2,1,56,1,2,0,0,250,196,42,1377,7269
1,2018,12,19,8,0,0,2,585,3,2,0,0,250,115,43,1501,19557
4,2011,6,9,12,0,0,2,524,1,4,0,1000,125,145,29,1448,16675
4,2023,10,13,12,1,6,4,52,3,4,0,0,250,123,19,1416,9805
6,2013,10,14,16,1,6,1,70,3,3,0,500,125,113,10,1741,9419
9,2010,2,2,8,1,2,3,47,1,1,0,1000,2000,123,38,1784,7166
7,2019,4,5,8,0,0,3,82,2,3,0,250,0,175,31,2121,4428
4,2018,6,11,12,1,2,2,41,1,4,0,0,250,122,10,1560,6445
7,2023,10,14,16,0,0,2,187,2,1,0,0,250,138,17,2679,7363
4,2013,6,8,12,1,2,3,66,1,4,0,0,2000,105,18,1134,8459
1,2022,6,7,8,0,0,2,560,1,0,0,0,250,120,32,2763,15719
7,2019,12,17,12,0,0,1,191,2,1,0,0,250,172,29,1780,7338
10,2015,6,6,16,0,0,2,413,0,2,0,0,2000,145,43,2747,17084
6,2017,10,17,8,0,0,3,597,1,3,0,0,500,199,25,1387,20943
8,2019,10,19,32,1,6,4,148,3,0,0,0,1000,140,31,2342,20750
9,2018,10,14,64,0,0,1,331,2,3,0,250,0,158,32,2220,10420
4,2013,6,6,2,0,0,3,566,1,4,0,2000,250,168,10,1975,16391
10,2014,10,13,8,0,0,2,551,1,2,0,2000,250,141,23,1123,17240
10,2016,8,9,16,0,0,2,497,3,2,0,0,500,194,32,2352,24532
1,2021,12,13,8,0,0,2,403,3,2,0,0,500,158,47,1746,23725
10,2020,8,10,8,0,0,3,546,1,0,0,0,1000,134,49,2867,21157
9,2016,8,9,16,1,6,2,192,1,2,0,0,250,140,17,1077,16018
0,2023,6,7,8,0,0,3,451,1,0,0,0,500,166,41,2806,20404
10,2010,12,12,8,0,0,3,432,1,0,0,1000,250,182,49,1900,23092
9,2017,10,20,12,0,0,2,587,2,3,0,1000,0,182,11,2833,13551
0,2022,10,19,16,0,0,3,511,0,2,0,0,250,164,22,2297,22026
6,2011,4,4,16,0,0,2,269,2,3,0,0,2000,185,36,2863,7511
6,2016,4,4,2,0,0,3,512,1,1,1,0,2000,118,16,1135,15600
1,2012,4,4,16,0,0,3,518,0,2,0,500,250,189,12,2496,23023
1,2017,6,9,8,0,0,3,520,0,0,0,0,1000,178,30,2347,23586
7,2020,10,16,4,0,0,1,142,2,1,0,1000,0,118,17,1370,6279
4,2023,12,15,8,1,2,4,129,1,2,0,0,500,124,10,1153,9572
1,2022,4,6,8,0,0,2,587,3,0,0,0,1000,138,26,2610,21787
7,2020,10,17,4,0,0,3,295,2,3,0,250,0,194,35,1837,8234
1,2023,4,6,8,0,0,2,583,3,2,0,0,2000,193,38,1416,22280
1,2013,8,13,16,0,0,3,529,3,2,0,500,250,132,17,2045,18964
4,2015,4,6,8,1,2,2,101,1,3,0,0,250,179,47,1255,6866
1,2021,10,19,16,0,0,2,588,1,0,0,0,1000,139,17,1988,27467
9,2014,10,17,32,0,0,3,398,2,3,0,0,2000,111,17,2604,10557
0,2020,4,4,64,0,0,3,500,1,4,0,0,2000,191,34,2664,20715
0,2023,4,4,4,0,0,1,328,2,3,0,0,500,129,36,1853,8942
3,2022,8,8,16,0,0,2,505,1,0,1,0,1000,169,31,1034,15295
1,2021,10,20,16,0,0,2,550,0,0,0,0,250,141,12,2207,18260
9,2021,10,15,4,0,0,1,495,2,1,0,2000,0,113,47,2246,13039
0,2022,12,19,12,1,6,4,179,3,2,0,0,250,104,33,2149,11849
10,2016,10,15,8,0,0,2,408,1,0,0,0,250,135,42,2858,18306
4,2010,8,10,12,1,4,3,175,0,2,0,0,250,158,44,2666,11177
8,2012,4,4,16,0,0,3,434,3,2,0,1000,250,156,49,2222,23241
0,2019,8,9,16,1,4,4,76,1,4,0,0,250,186,38,1128,10399
9,2012,8,15,16,1,6,2,77,1,2,0,0,250,159,17,1809,18836
10,2017,10,13,8,0,0,3,416,3,0,0,0,1000,195,20,2593,19409
2,2020,8,13,64,0,0,2,582,2,1,0,1000,0,194,25,2879,14371
4,2021,6,12,12,0,0,2,600,1,2,0,0,1000,177,42,2011,21233
5,2022,6,6,8,0,0,3,461,1,0,0,0,2000,195,20,2252,21719
6,2017,6,6,4,0,0,3,543,1,3,0,0,250,162,38,1221,14515
9,2022,8,9,32,0,0,3,200,2,2,0,0,1000,148,33,1735,9150
4,2011,4,5,16,0,0,3,599,1,1,0,1000,125,190,11,1863,16281
10,2023,4,4,16,0,0,2,481,3,2,0,0,1000,164,14,2620,24858
3,2014,4,4,16,1,4,2,37,0,4,0,250,250,151,33,2775,9976
9,2022,12,19,64,0,0,3,593,1,0,1,0,250,108,16,2471,20955
3,2010,6,8,16,0,0,3,532,3,0,1,0,500,115,40,1463,22915
2,2014,10,18,8,0,0,3,95,1,0,1,0,250,134,39,2283,10556
10,2013,6,11,16,0,0,3,473,3,2,0,0,2000,173,15,2530,19201
6,2021,8,14,32,0,0,2,500,2,2,0,1000,0,115,14,2040,14906
8,2013,8,14,8,0,0,2,580,0,0,0,2000,250,193,24,1588,20712
5,2019,8,9,8,0,0,3,528,0,0,0,0,250,132,36,1354,20515
4,2010,4,4,12,0,0,3,574,1,4,0,250,500,150,44,1935,15665
10,2016,10,10,16,0,0,3,446,3,0,0,0,500,160,18,2441,19047
3,2019,12,22,8,1,4,4,157,1,3,0,0,2000,178,32,1439,9308
1,2014,6,7,16,0,0,2,425,3,2,0,0,2000,158,26,1522,23717
1,2010,4,8,8,0,0,3,494,1,0,0,250,250,171,32,1995,23969
9,2013,4,5,16,1,6,2,109,1,2,0,1000,500,103,48,1984,18599
3,2016,6,10,12,1,4,1,85,1,4,0,0,250,101,38,2319,7793
6,2015,6,9,12,0,0,2,545,1,4,0,0,2000,170,48,1652,18551
7,2011,4,5,6,0,0,3,179,2,1,0,1000,0,157,20,1663,5968
6,2010,2,4,16,0,0,4,72,2,3,0,2000,0,161,22,2123,4489
7,2014,4,8,2,0,0,2,224,2,3,0,500,0,197,21,2313,6865
4,2021,4,6,12,1,4,4,118,3,2,0,0,1000,124,11,2159,11236
2,2016,4,4,4,0,0,2,364,1,1,1,0,2000,170,20,2270,11325
0,2013,4,7,4,0,0,3,580,2,3,0,250,0,124,23,1209,12546
7,2013,4,7,2,0,0,2,159,2,1,0,500,0,165,31,1902,5868
7,2013,4,6,2,0,0,1,188,2,3,0,1000,0,125,30,1317,6238
1,2021,8,14,8,0,0,2,585,1,0,0,0,250,199,46,2008,23415
0,2023,4,6,12,1,8,4,200,0,3,0,0,250,154,45,2581,12311
7,2021,4,6,12,0,0,1,164,2,3,0,250,0,102,34,2237,5078
3,2022,6,12,32,0,0,3,502,1,3,0,0,250,145,12,2222,15303
5,2014,6,11,16,0,0,2,415,0,0,0,2000,250,128,11,1126,17020
3,2015,10,15,12,1,4,4,73,1,3,0,0,250,157,36,2405,8551
3,2014,10,11,12,1,6,2,97,3,1,0,250,250,110,42,1012,9283
6,2016,6,12,16,1,6,4,94,3,3,0,0,250,120,27,1385,10875
0,2010,10,13,16,0,0,3,471,1,2,0,250,250,142,20,1747,24446
10,2012,4,7,16,0,0,3,443,3,0,0,0,500,103,16,2793,22654
4,2017,4,4,6,0,0,2,545,1,4,0,0,250,168,46,2052,14852
2,2010,2,2,8,0,0,3,532,1,2,0,500,500,169,45,1858,14967
3,2017,10,10,8,0,0,3,406,1,1,1,0,250,121,36,1487,20601
9,2015,12,14,8,0,0,3,578,3,1,1,0,2000,105,31,2361,21462
7,2022,6,10,32,0,0,2,232,2,1,0,1000,125,177,40,2977,7523
3,2011,12,14,12,1,6,2,162,3,3,0,1000,2000,121,49,2537,11773
3,2018,6,6,8,1,2,2,150,1,3,0,0,250,115,15,2978,8279
6,2017,4,6,12,1,4,3,134,1,2,0,0,250,195,42,1948,7755
3,2017,10,19,2,0,0,4,114,2,3,0,250,0,135,16,1707,5638
1,2023,12,23,16,0,0,2,580,0,2,0,0,1000,149,15,1316,23372
1,2017,8,13,16,0,0,3,475,0,0,0,0,250,157,10,2968,21068
6,2014,4,7,12,0,0,3,535,1,2,0,2000,125,170,48,1685,15639
6,2013,12,18,32,1,6,1,48,1,0,0,2000,1000,186,47,2351,12768
8,2014,12,16,8,0,0,2,401,3,2,0,1000,250,150,38,1611,18392
7,2016,10,12,8,0,0,4,286,2,3,0,1000,0,177,20,1570,8438
0,2018,6,7,12,1,2,1,43,1,4,0,0,250,146,37,1303,7082
7,2019,10,12,8,0,0,4,219,2,3,0,0,250,152,49,2928,6665
5,2013,4,6,16,0,0,3,484,1,2,0,1000,250,105,24,1401,23107
5,2020,4,5,8,0,0,2,512,3,0,0,0,500,124,39,2329,16981
10,2020,8,15,16,0,0,2,508,0,0,0,0,1000,102,32,2877,19308
7,2017,10,10,6,0,0,3,260,2,1,0,1000,0,112,21,1748,7416
2,2019,10,19,16,0,0,1,122,2,4,0,500,0,152,37,2226,7518
4,2014,4,7,12,0,0,3,504,1,4,0,0,1000,166,40,2178,18673
5,2016,8,11,16,0,0,2,509,0,0,0,0,250,130,39,1415,19383
10,2023,6,6,8,0,0,2,547,3,0,0,0,500,166,48,2345,24157
1,2020,8,15,8,0,0,2,582,1,0,0,0,500,180,25,1577,18024
6,2011,12,16,16,1,4,4,69,1,3,0,500,250,154,39,1221,9496
5,2016,12,19,8,0,0,2,529,3,0,0,0,250,165,13,2813,17661
0,2020,6,9,8,1,2,4,43,1,1,0,0,2000,104,42,2365,7310
4,2020,8,9,12,1,4,4,152,0,2,0,0,2000,108,42,1151,11793
4,2010,6,10,12,1,4,2,128,3,2,0,0,500,128,37,2882,10228
1,2019,4,8,8,0,0,2,590,1,0,0,0,250,134,30,1714,19218
7,2011,6,6,8,0,0,4,132,2,1,0,1000,0,199,24,2932,4939
0,2021,8,16,12,1,4,4,127,1,4,0,0,250,134,35,2913,8506
8,2022,6,10,16,0,0,3,464,0,2,0,0,2000,149,23,1730,25916
3,2017,4,4,16,1,6,4,172,3,2,0,0,2000,129,24,1142,19895
9,2016,8,14,32,0,0,2,584,1,2,0,0,500,114,11,2007,17816
9,2019,10,19,16,1,6,4,93,0,0,0,0,250,128,25,1367,23955
4,2017,10,16,12,1,4,4,92,1,3,0,0,1000,124,46,1432,8661
1,2016,10,18,16,0,0,2,507,0,0,0,0,250,174,20,1656,19157
8,2021,4,6,16,1,6,4,195,0,0,0,0,500,156,20,2318,20899
4,2017,12,17,16,1,4,3,124,0,1,0,0,2000,150,42,1712,11722
8,2019,10,18,16,0,0,2,464,0,0,0,0,1000,167,11,2110,17042
6,2020,12,13,4,0,0,4,296,2,3,0,250,0,157,42,1003,7475
9,2020,6,9,2,0,0,1,282,2,3,0,500,0,111,12,1440,8754
7,2013,4,4,16,0,0,4,263,2,3,0,0,250,195,29,2550,7202
8,2023,4,7,16,0,0,2,403,0,2,0,0,500,168,42,2194,16618
5,2012,12,12,8,0,0,3,508,0,2,0,250,250,136,35,1891,19680
8,2022,6,8,32,1,12,4,119,1,0,0,0,500,124,43,2950,23407
9,2010,4,6,4,0,0,3,569,2,4,0,0,250,167,23,2285,14007
0,2017,4,4,2,0,0,2,546,1,1,0,0,250,123,38,1985,18609
10,2022,6,6,16,0,0,3,465,1,2,0,0,250,135,11,2978,14998
2,2022,8,12,4,0,0,2,183,2,3,0,0,250,101,17,2856,8405
5,2021,4,4,8,0,0,2,458,1,2,0,0,1000,134,36,2365,21079
9,2011,12,18,16,0,0,2,578,3,2,0,500,250,199,17,2053,21441
6,2017,8,9,6,0,0,3,573,1,3,0,0,250,107,16,1825,19040
2,2016,10,14,32,0,0,3,107,2,2,0,500,0,172,20,1085,8630
6,2012,4,5,12,1,4,1,147,1,1,0,2000,500,127,48,2760,9059
3,2023,10,14,2,0,0,3,542,1,3,0,0,250,159,39,2591,15048
1,2011,6,6,16,0,0,3,589,1,2,0,2000,250,153,48,1708,21140
10,2013,6,10,16,0,0,3,419,1,0,0,0,250,143,30,1419,16028
5,2016,6,7,16,0,0,3,536,3,2,0,0,500,109,30,1301,18890
5,2023,12,15,16,0,0,3,504,1,0,0,0,250,104,16,1969,24815
7,2015,10,11,16,0,0,4,80,2,3,0,0,250,146,29,2408,4687
10,2016,12,18,16,0,0,3,482,0,0,0,0,250,130,23,2268,25238
7,2017,6,10,32,0,0,4,49,2,1,0,250,0,128,29,2419,5460
5,2017,10,12,8,0,0,2,534,3,2,0,0,500,102,14,2904,23028
6,2014,6,9,16,0,0,2,525,1,0,1,1000,250,125,40,2602,15700
0,2014,6,11,16,1,6,2,69,3,1,0,0,250,194,21,1124,9730
3,2013,12,16,12,1,6,2,180,1,4,0,1000,2000,101,21,1009,13535
9,2020,6,11,16,0,0,3,531,0,2,0,0,2000,178,11,2536,19221
5,2010,12,21,8,0,0,3,558,1,0,0,2000,250,176,35,2298,26110
3,2019,4,6,32,1,6,4,147,1,2,0,0,2000,191,13,2873,21014
5,2022,6,8,16,0,0,2,532,3,2,0,0,250,155,39,1748,22964
1,2018,8,13,16,0,0,3,411,0,0,0,0,250,113,43,2395,21316
6,2013,4,7,8,1,4,1,107,1,4,0,2000,2000,175,46,2630,8386
6,2011,6,7,16,1,6,2,38,0,2,0,1000,250,114,29,1182,20886
1,2010,12,12,16,0,0,2,531,3,2,0,2000,250,184,11,1688,18410
0,2016,6,7,4,0,0,2,249,1,1,1,0,500,192,44,2206,10980
6,2011,12,13,8,0,0,3,566,3,0,0,500,250,144,24,2237,17113
7,2010,4,5,8,0,0,3,133,2,1,0,250,0,198,23,2859,4450
8,2011,10,12,16,0,0,2,433,0,0,0,250,250,146,45,1808,22237
3,2016,6,8,8,0,0,4,101,2,1,0,500,0,119,39,2206,5328
4,2022,8,16,16,1,6,4,137,0,1,0,0,250,117,36,1969,11299
9,2010,8,12,16,1,6,3,122,0,3,0,2000,125,178,11,1457,10389
5,2019,12,19,8,0,0,2,482,3,0,0,0,1000,160,30,1718,20916
1,2017,6,7,16,0,0,2,467,3,0,0,0,1000,175,23,2604,24876
6,2010,6,6,8,0,0,2,367,2,3,0,2000,0,197,36,2905,11300
9,2013,4,5,6,0,0,3,276,2,1,0,0,2000,104,30,1682,8191
10,2011,12,20,8,0,0,3,571,3,2,0,250,250,157,32,2516,24384
7,2017,4,7,8,0,0,2,112,2,1,0,500,0,180,44,1464,4307
9,2017,8,8,12,1,2,4,90,1,3,0,0,250,176,17,2105,6368
6,2014,4,8,2,0,0,3,482,1,0,1,250,250,159,21,1312,13346
6,2010,6,6,6,0,0,3,595,1,2,0,2000,2000,112,37,2839,19009
7,2020,10,12,6,0,0,3,219,2,3,0,1000,0,199,42,1817,6654
5,2017,6,8,16,0,0,3,474,3,0,0,0,1000,179,42,1964,15871
9,2018,12,23,16,0,0,3,480,1,2,0,0,250,139,18,2927,25236
4,2020,4,4,12,1,2,4,195,1,4,0,0,2000,166,24,1695,9699
9,2017,6,12,32,0,0,2,271,2,1,0,250,0,151,19,1621,8046
8,2021,10,13,16,1,6,4,31,0,0,0,0,500,101,11,1986,11794
0,2014,6,12,16,1,6,4,75,0,0,0,500,2000,188,12,2240,21238
10,2010,10,11,8,0,0,3,531,1,0,0,0,500,152,32,1115,16957
3,2014,10,13,12,0,0,1,50,2,3,0,0,500,166,19,2433,3992
9,2011,6,6,4,0,0,2,180,2,1,0,500,0,110,28,2644,5326
2,2016,8,9,32,0,0,1,250,2,1,0,0,250,110,27,2302,7587
5,2022,8,13,16,0,0,3,532,0,0,0,0,1000,109,44,2576,25547
10,2017,4,5,8,0,0,3,580,3,2,0,0,1000,127,18,1086,23143
8,2011,12,18,8,0,0,2,401,3,0,0,2000,250,110,40,2116,24552
10,2023,12,23,8,0,0,2,569,1,0,0,0,250,106,39,2248,20800
10,2011,10,10,8,0,0,2,492,3,2,0,1000,250,128,46,2338,24157
4,2020,10,19,12,1,2,4,191,1,1,0,0,1000,164,21,1254,9638
7,2015,10,18,8,0,0,2,198,2,3,0,500,0,151,26,2013,7169
5,2022,10,13,8,0,0,3,492,1,0,0,0,250,114,36,2297,19853
4,2023,10,11,16,0,0,3,584,1,1,0,0,2000,106,30,1326,17524
8,2023,6,9,8,0,0,3,487,3,0,0,0,1000,167,36,1223,18200
7,2021,6,8,8,0,0,1,200,2,3,0,250,0,154,23,2000,6415
4,2015,10,17,8,1,2,1,47,1,3,0,0,250,102,22,2734,6472
9,2013,6,7,8,0,0,4,465,2,3,0,0,500,119,12,2915,9880
1,2017,4,4,16,0,0,2,465,0,2,0,0,250,102,33,1135,20442
6,2022,6,12,8,0,0,3,411,1,2,0,0,250,128,41,2649,23563
7,2014,10,13,6,0,0,2,220,2,1,0,500,0,119,46,2465,6395
8,2013,10,15,16,1,6,2,200,1,2,0,500,500,109,17,1980,22894
9,2013,2,4,8,0,0,2,380,1,1,1,1000,250,160,44,1361,11844
9,2012,10,16,16,1,6,2,164,3,3,0,0,250,198,32,2296,11906
4,2017,6,12,12,1,6,1,44,3,1,0,0,250,189,25,2842,9559
9,2023,8,13,12,0,0,2,70,1,1,1,0,250,193,45,2440,9528
10,2013,4,6,16,0,0,3,427,1,2,0,0,500,189,18,2821,13399
3,2021,4,8,2,0,0,3,335,1,0,1,0,2000,136,48,1577,14782
3,2023,8,9,4,0,0,3,511,1,2,0,0,250,183,27,2211,19624
8,2013,8,16,16,0,0,2,517,1,2,0,2000,250,150,40,2709,22708
10,2015,6,11,16,0,0,2,527,1,0,0,0,500,141,47,1995,24290
8,2019,8,13,8,0,0,3,510,0,2,0,0,500,172,46,2301,22795
3,2019,6,10,8,0,0,3,311,1,0,1,0,1000,174,43,2055,15208
8,2017,10,13,16,0,0,3,572,0,0,0,0,250,196,15,2008,19535
7,2023,12,19,4,0,0,1,253,2,3,0,0,250,129,45,1408,7722
6,2020,8,14,16,1,4,4,116,0,3,0,0,250,193,23,1752,10705
9,2023,4,7,16,1,8,4,38,3,0,0,0,2000,144,33,1135,22889
2,2023,10,11,64,0,0,2,531,1,2,0,0,500,186,42,2086,16611
1,2020,8,12,8,0,0,2,571,1,2,0,0,250,199,28,2564,17331
1,2016,12,20,8,0,0,2,595,3,0,0,0,500,123,38,1208,17676
9,2014,4,7,32,0,0,3,520,1,4,0,2000,1000,130,15,1039,18010
7,2014,10,20,6,0,0,4,210,2,3,0,0,500,122,12,2708,6884
5,2023,6,7,8,0,0,2,485,0,0,0,0,1000,152,27,1513,17999
0,2011,4,7,2,0,0,2,79,2,2,0,250,0,141,30,2791,5931
4,2018,10,20,8,1,2,4,196,1,4,0,0,2000,135,38,2840,11160
