marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,segmento
razer,2011.0,6,6,8,não,0,2,530.0,QUADHD,OLED,não,500,250,premium
positivo,2018.0,8,12,16,não,0,1,63.0,HD,IPS,,1000,0,entrada
asus,2014.0,12,19,16,não,0,2,410.0,4K,IPS,,500,250,premium
xiaomi,2019.0,4,8,8,não,0,3,567.0,4K,AMOLED,,0,1000,premium
hp,,6,6,12,sim,4,4,145.0,FULLHD,OLED,,500,250,jogos_entrada
hp,2020.0,12,16,12,sim,2,4,33.0,FULLHD,VA,,0,250,jogos_entrada
dell,2013.0,12,13,16,sim,6,3,174.0,QUADHD,TN,não,1000,250,jogos_intermediarios
positivo,2012.0,2,2,16,não,0,1,111.0,HD,TN,não,2000,0,entrada
dell,2010.0,10,15,16,não,0,2,439.0,4K,AMOLED,,0,1000,premium
xiaomi,2011.0,6,10,16,não,0,3,527.0,FULLHD,OLED,,2000,250,premium
positivo,2012.0,2,3,12,não,0,3,,HD,TN,não,0,250,entrada
samsung,2017.0,8,13,8,sim,2,4,109.0,FULLHD,VA,,0,250,jogos_entrada
positivo,2018.0,8,10,32,não,0,2,170.0,HD,TN,não,500,0,entrada
razer,2012.0,12,21,16,não,0,2,,FULLHD,OLED,,2000,250,premium
positivo,2014.0,10,16,16,não,0,1,106.0,HD,TN,,2000,0,entrada
razer,2018.0,8,10,16,não,0,2,508.0,FULLHD,AMOLED,não,0,250,premium
xiaomi,2017.0,10,19,16,não,0,3,403.0,QUADHD,AMOLED,,0,250,premium
huawei,2011.0,8,10,16,não,0,3,442.0,FULLHD,OLED,não,1000,250,premium
huawei,2017.0,6,6,16,não,0,3,468.0,QUADHD,OLED,,0,500,premium
lenovo,2022.0,8,13,16,não,0,3,583.0,FULLHD,TN,,0,500,ultraportatil
acer,,6,9,16,sim,6,3,102.0,4K,OLED,não,2000,125,jogos_premium
huawei,2019.0,6,8,8,não,0,2,591.0,FULLHD,AMOLED,,0,1000,premium
dell,2019.0,12,23,16,sim,6,4,125.0,QUADHD,OLED,,0,1000,jogos_premium
huawei,2011.0,4,5,8,não,0,2,405.0,FULLHD,AMOLED,,1000,250,premium
apple,2020.0,12,14,8,não,0,2,414.0,QUADHD,AMOLED,,0,250,premium
xiaomi,2020.0,12,20,8,não,0,3,588.0,FULLHD,OLED,não,0,1000,premium
xiaomi,2011.0,8,9,16,não,0,3,464.0,FULLHD,AMOLED,,1000,250,premium
dell,2018.0,6,8,2,não,0,2,437.0,FULLHD,IPS,,0,2000,2em1
xiaomi,2021.0,12,18,8,não,0,3,548.0,QUADHD,AMOLED,não,0,500,premium
samsung,2021.0,6,9,8,não,0,2,,FULLHD,IPS,sim,0,500,2em1
dell,2019.0,8,8,16,sim,6,4,89.0,FULLHD,AMOLED,,0,250,jogos_premium
asus,2021.0,6,6,8,não,0,2,204.0,FULLHD,AMOLED,sim,0,2000,2em1
dell,2013.0,6,9,6,não,0,2,489.0,HD,TN,,1000,0,intermediario
dell,2021.0,4,5,2,não,0,3,102.0,FULLHD,AMOLED,sim,0,500,2em1
asus,2017.0,4,8,2,não,0,2,589.0,FULLHD,TN,,0,2000,ultraportatil
apple,2021.0,12,20,16,não,0,2,539.0,4K,AMOLED,,0,250,premium
hp,2020.0,12,22,12,sim,6,4,107.0,QUADHD,VA,não,0,250,jogos_intermediarios
asus,2016.0,10,15,12,não,0,3,265.0,FULLHD,IPS,,0,500,2em1
acer,2010.0,6,7,16,não,0,3,110.0,HD,IPS,não,500,0,entrada
xiaomi,2020.0,10,10,16,não,0,3,464.0,4K,OLED,não,0,1000,premium
samsung,2014.0,4,8,16,não,0,4,566.0,HD,OLED,,1000,0,intermediario
dell,2016.0,6,9,8,não,0,2,461.0,QUADHD,IPS,,0,1000,premium
xiaomi,2013.0,10,15,8,não,0,3,467.0,4K,OLED,não,2000,250,premium
dell,2013.0,4,5,8,não,0,2,422.0,QUADHD,IPS,,500,250,premium
acer,2023.0,8,11,16,sim,6,4,199.0,4K,VA,,0,250,jogos_intermediarios
lenovo,2015.0,10,10,2,não,0,3,573.0,FULLHD,IPS,sim,0,2000,2em1
lenovo,2022.0,10,18,16,não,0,2,429.0,QUADHD,OLED,não,0,2000,premium
xiaomi,2016.0,6,6,8,não,0,2,530.0,FULLHD,OLED,,0,1000,premium
asus,,4,4,8,não,0,2,570.0,FULLHD,AMOLED,sim,0,1000,2em1
positivo,2019.0,8,9,2,não,0,4,210.0,HD,IPS,,1000,0,entrada
huawei,2020.0,12,16,16,não,0,2,533.0,4K,OLED,,0,250,premium
hp,2010.0,4,5,2,não,0,2,519.0,FULLHD,IPS,não,2000,500,ultraportatil
acer,2022.0,10,14,8,não,0,3,431.0,FULLHD,OLED,não,0,1000,premium
acer,2010.0,6,9,2,não,0,2,367.0,FULLHD,AMOLED,sim,250,250,2em1
huawei,2017.0,4,8,16,não,0,3,550.0,FULLHD,AMOLED,,0,500,premium
lenovo,2022.0,12,21,16,não,0,3,534.0,4K,AMOLED,,0,250,premium
positivo,2021.0,4,4,8,não,0,1,233.0,HD,TN,,1000,0,entrada
hp,2013.0,6,10,2,não,0,2,,FULLHD,TN,não,250,125,ultraportatil
dell,2020.0,12,24,8,não,0,2,45.0,FULLHD,AMOLED,,0,1000,2em1
hp,,6,10,8,sim,4,4,133.0,FULLHD,TN,,0,250,jogos_entrada
huawei,2023.0,12,13,16,não,0,2,517.0,4K,OLED,não,0,250,premium
acer,2021.0,12,20,12,sim,2,4,66.0,FULLHD,TN,não,0,1000,jogos_entrada
razer,,4,5,32,sim,6,1,,FULLHD,OLED,não,0,1000,jogos_premium
xiaomi,2022.0,6,11,16,não,0,3,538.0,4K,AMOLED,,0,250,premium
samsung,2017.0,8,13,16,não,0,3,522.0,4K,IPS,sim,0,500,premium
asus,2019.0,12,19,16,não,0,3,158.0,HD,IPS,não,1000,0,intermediario
positivo,2013.0,4,7,12,não,0,3,62.0,HD,IPS,,500,0,entrada
samsung,2017.0,8,15,12,sim,2,1,198.0,FULLHD,IPS,não,0,250,jogos_entrada
huawei,2016.0,4,8,8,não,0,3,422.0,QUADHD,AMOLED,não,0,250,premium
xiaomi,2022.0,12,22,8,não,0,2,452.0,4K,AMOLED,não,0,250,premium
huawei,,10,11,16,não,0,2,476.0,QUADHD,OLED,,2000,250,premium
huawei,2011.0,8,9,8,não,0,2,,4K,AMOLED,,250,250,premium
samsung,2018.0,10,15,32,não,0,2,208.0,FULLHD,AMOLED,,0,250,2em1
apple,2015.0,4,4,8,não,0,2,,4K,OLED,não,0,250,premium
asus,2014.0,4,6,12,não,0,3,561.0,FULLHD,AMOLED,,1000,250,2em1
huawei,2016.0,6,7,8,não,0,3,591.0,FULLHD,AMOLED,não,0,250,premium
hp,,6,8,12,sim,4,4,78.0,QUADHD,IPS,,0,1000,jogos_intermediarios
hp,2021.0,12,20,2,não,0,3,599.0,FULLHD,IPS,,0,1000,ultraportatil
razer,2022.0,12,14,8,não,0,3,551.0,FULLHD,AMOLED,não,0,250,premium
samsung,2013.0,10,18,16,sim,6,4,178.0,FULLHD,IPS,não,1000,2000,jogos_intermediarios
acer,2021.0,4,4,4,não,0,2,434.0,HD,IPS,,250,0,intermediario
hp,2018.0,8,9,4,não,0,2,506.0,FULLHD,OLED,,0,1000,ultraportatil
xiaomi,2015.0,8,14,16,não,0,2,539.0,4K,OLED,,0,2000,premium
razer,2023.0,10,15,8,não,0,3,560.0,4K,AMOLED,,0,2000,premium
dell,2022.0,6,11,32,não,0,2,85.0,HD,IPS,,0,2000,intermediario
huawei,2020.0,4,7,16,não,0,2,,4K,OLED,não,0,1000,premium
lenovo,2022.0,8,15,4,não,0,2,176.0,FULLHD,AMOLED,,0,1000,2em1
huawei,2013.0,6,11,8,não,0,3,582.0,QUADHD,AMOLED,,1000,250,premium
asus,2023.0,4,8,8,não,0,3,538.0,FULLHD,IPS,sim,0,2000,premium
hp,2015.0,4,5,12,sim,2,4,142.0,FULLHD,OLED,,0,1000,jogos_entrada
apple,2015.0,6,10,16,não,0,3,482.0,4K,AMOLED,não,0,2000,premium
huawei,2023.0,10,15,16,não,0,3,487.0,QUADHD,AMOLED,não,0,2000,premium
xiaomi,2011.0,12,14,16,não,0,3,413.0,QUADHD,OLED,não,500,250,premium
razer,2011.0,10,18,16,sim,6,2,50.0,QUADHD,OLED,,0,2000,jogos_premium
asus,2020.0,12,21,12,não,0,2,,FULLHD,IPS,,0,2000,2em1
lenovo,2015.0,4,8,8,sim,4,2,,FULLHD,IPS,,0,1000,jogos_entrada
huawei,,8,16,16,não,0,2,418.0,QUADHD,OLED,,1000,250,premium
positivo,2020.0,12,12,12,não,0,3,207.0,HD,TN,,1000,0,entrada
hp,2021.0,10,12,16,sim,6,4,,FULLHD,OLED,não,0,250,jogos_intermediarios
samsung,2016.0,10,10,12,sim,6,2,184.0,QUADHD,IPS,,0,250,jogos_intermediarios
asus,2013.0,4,4,16,não,0,2,432.0,4K,OLED,não,2000,250,premium
asus,2011.0,8,15,8,não,0,3,469.0,QUADHD,AMOLED,,0,250,premium
apple,2010.0,4,7,16,não,0,2,577.0,4K,OLED,,1000,250,premium
huawei,2018.0,4,7,8,não,0,3,522.0,FULLHD,OLED,,0,1000,premium
xiaomi,2010.0,10,15,16,não,0,2,451.0,QUADHD,OLED,não,500,250,premium
huawei,2010.0,10,15,8,não,0,2,517.0,4K,AMOLED,,500,250,premium
huawei,2012.0,4,4,8,não,0,2,528.0,FULLHD,OLED,,2000,250,premium
lenovo,2020.0,12,18,32,não,0,3,147.0,HD,OLED,,1000,0,intermediario
hp,2014.0,6,12,8,não,0,3,533.0,FULLHD,TN,não,2000,125,ultraportatil
samsung,2011.0,4,7,16,sim,4,1,111.0,4K,IPS,,250,250,jogos_intermediarios
dell,2012.0,6,7,12,não,0,2,259.0,FULLHD,IPS,,1000,250,2em1
lenovo,2016.0,10,14,8,sim,4,2,57.0,FULLHD,VA,não,0,250,jogos_entrada
hp,2022.0,10,10,12,sim,4,4,59.0,FULLHD,IPS,,0,1000,jogos_entrada
hp,2012.0,2,3,6,não,0,2,548.0,FULLHD,VA,,0,250,ultraportatil
dell,2018.0,8,15,16,sim,6,2,149.0,QUADHD,AMOLED,,0,250,jogos_premium
lenovo,2011.0,4,6,8,sim,4,2,123.0,FULLHD,VA,,500,2000,jogos_entrada
dell,2018.0,8,9,8,não,0,2,42.0,HD,IPS,não,250,0,entrada
positivo,2013.0,2,4,16,não,0,4,260.0,HD,IPS,não,250,0,entrada
samsung,2014.0,8,15,2,não,0,3,,HD,TN,,250,0,intermediario
xiaomi,,6,7,8,não,0,3,531.0,FULLHD,AMOLED,não,0,250,premium
lenovo,2016.0,10,11,32,sim,6,4,200.0,4K,OLED,,0,1000,jogos_premium
apple,2012.0,10,16,16,não,0,2,406.0,QUADHD,AMOLED,,2000,250,premium
asus,2010.0,8,13,16,não,0,2,492.0,4K,OLED,,0,250,premium
positivo,2018.0,8,14,2,não,0,2,165.0,HD,IPS,não,250,0,entrada
positivo,2014.0,8,15,16,não,0,3,56.0,HD,IPS,,0,1000,entrada
lenovo,2023.0,10,12,12,sim,4,4,85.0,FULLHD,IPS,,0,250,jogos_entrada
huawei,2018.0,4,5,8,não,0,2,,FULLHD,AMOLED,,0,250,premium
huawei,2011.0,8,16,8,não,0,3,465.0,QUADHD,AMOLED,não,0,2000,premium
lenovo,2016.0,6,6,32,não,0,2,501.0,FULLHD,IPS,,0,2000,ultraportatil
positivo,,6,12,8,não,0,1,294.0,HD,TN,não,500,0,entrada
huawei,2017.0,10,14,8,não,0,2,560.0,4K,OLED,,0,500,premium
dell,2012.0,8,11,16,sim,6,3,198.0,QUADHD,OLED,não,250,500,jogos_intermediarios
lenovo,2016.0,10,17,32,não,0,2,238.0,HD,TN,,0,2000,intermediario
lenovo,2014.0,10,10,16,não,0,2,529.0,4K,OLED,não,1000,250,premium
dell,2023.0,4,6,16,sim,6,4,50.0,4K,AMOLED,não,0,500,jogos_premium
samsung,2022.0,4,4,2,não,0,2,578.0,FULLHD,IPS,sim,0,250,2em1
lenovo,,10,10,32,não,0,3,211.0,HD,IPS,,0,500,entrada
huawei,2013.0,10,16,16,não,0,2,507.0,QUADHD,OLED,,1000,250,premium
razer,2010.0,8,13,32,sim,6,1,180.0,FULLHD,OLED,não,0,2000,jogos_premium
samsung,2018.0,6,10,16,sim,4,3,160.0,FULLHD,TN,não,0,2000,jogos_intermediarios
xiaomi,,4,6,16,não,0,2,441.0,FULLHD,AMOLED,,0,1000,premium
asus,2018.0,12,20,16,não,0,2,484.0,QUADHD,OLED,,0,250,premium
apple,,12,23,16,não,0,3,415.0,QUADHD,AMOLED,não,1000,250,premium
xiaomi,2010.0,10,14,16,não,0,2,532.0,4K,OLED,,250,250,premium
razer,2018.0,12,22,16,não,0,2,597.0,FULLHD,OLED,,0,250,premium
asus,2022.0,10,15,16,não,0,4,545.0,HD,TN,,0,250,entrada
acer,2010.0,6,12,6,não,0,2,508.0,FULLHD,IPS,,1000,500,ultraportatil
acer,2023.0,12,15,8,não,0,2,410.0,FULLHD,AMOLED,sim,0,250,2em1
samsung,2011.0,4,4,2,não,0,3,522.0,FULLHD,TN,não,1000,500,ultraportatil
hp,2022.0,6,7,12,sim,6,4,173.0,QUADHD,OLED,não,0,500,jogos_intermediarios
apple,2013.0,12,18,16,não,0,3,416.0,4K,AMOLED,não,250,250,premium
lenovo,2020.0,10,17,8,não,0,3,525.0,FULLHD,VA,não,0,250,ultraportatil
razer,2018.0,6,12,16,sim,6,2,56.0,QUADHD,OLED,,0,250,jogos_premium
hp,2013.0,6,12,8,sim,4,4,96.0,FULLHD,OLED,,250,125,jogos_entrada
samsung,2023.0,10,18,64,não,0,2,142.0,FULLHD,IPS,,0,500,2em1
huawei,2023.0,12,19,8,não,0,2,483.0,4K,AMOLED,,0,250,premium
dell,2021.0,10,19,16,sim,6,4,184.0,QUADHD,OLED,,0,250,jogos_premium
huawei,2012.0,10,15,8,não,0,3,582.0,QUADHD,AMOLED,,500,250,premium
apple,2012.0,4,5,8,não,0,3,513.0,4K,OLED,,250,250,premium
hp,2015.0,6,9,12,sim,2,1,48.0,FULLHD,VA,,0,1000,jogos_entrada
positivo,,6,10,32,não,0,3,128.0,HD,IPS,,0,500,entrada
apple,2020.0,10,15,8,não,0,2,556.0,FULLHD,AMOLED,,0,500,premium
razer,2011.0,4,6,32,sim,6,4,101.0,QUADHD,OLED,,1000,1000,jogos_premium
acer,2019.0,6,6,16,não,0,3,538.0,FULLHD,AMOLED,não,0,2000,premium
razer,2021.0,8,11,8,não,0,2,548.0,QUADHD,AMOLED,,0,1000,premium
asus,2022.0,12,23,2,não,0,2,528.0,FULLHD,AMOLED,sim,0,250,2em1
samsung,2010.0,12,16,16,sim,6,4,131.0,QUADHD,OLED,,0,1000,jogos_premium
samsung,2017.0,4,4,16,não,0,3,468.0,FULLHD,OLED,não,0,500,premium
acer,2022.0,12,19,8,não,0,3,568.0,4K,AMOLED,,0,250,premium
acer,,4,6,6,não,0,2,275.0,HD,VA,não,0,250,intermediario
razer,2017.0,4,7,16,não,0,3,572.0,4K,OLED,não,0,250,premium
samsung,2011.0,4,8,12,não,0,2,164.0,FULLHD,AMOLED,sim,250,250,2em1
asus,2019.0,10,10,16,não,0,3,380.0,HD,TN,não,0,250,entrada
apple,2022.0,12,23,16,não,0,2,463.0,FULLHD,AMOLED,,0,500,premium
razer,2014.0,6,6,16,não,0,3,547.0,QUADHD,AMOLED,não,2000,250,premium
lenovo,2023.0,8,12,16,sim,8,4,140.0,FULLHD,VA,,0,500,jogos_intermediarios
acer,2010.0,2,3,6,não,0,1,472.0,HD,TN,não,0,500,entrada
razer,2019.0,8,15,16,sim,6,4,46.0,QUADHD,OLED,,0,1000,jogos_premium
lenovo,2018.0,10,19,8,sim,2,3,123.0,FULLHD,IPS,não,0,250,jogos_entrada
huawei,,8,9,16,não,0,2,439.0,FULLHD,AMOLED,,0,2000,premium
razer,2021.0,10,11,16,não,0,3,,4K,AMOLED,,0,250,premium
huawei,2023.0,8,12,8,não,0,2,437.0,4K,AMOLED,,0,250,premium
huawei,2011.0,4,4,16,não,0,2,527.0,QUADHD,AMOLED,não,1000,250,premium
xiaomi,2023.0,10,17,8,não,0,2,535.0,FULLHD,AMOLED,não,0,2000,premium
apple,2014.0,10,18,8,não,0,2,597.0,FULLHD,OLED,,0,1000,premium
hp,2020.0,6,9,12,sim,4,4,76.0,FULLHD,IPS,,0,250,jogos_entrada
samsung,2018.0,10,15,12,sim,2,3,66.0,FULLHD,OLED,não,0,1000,jogos_entrada
samsung,2020.0,8,14,8,não,0,3,566.0,FULLHD,OLED,,0,500,ultraportatil
positivo,2018.0,8,16,2,não,0,3,53.0,HD,IPS,não,500,0,entrada
lenovo,2019.0,12,17,16,não,0,2,507.0,4K,OLED,,0,250,premium
razer,2020.0,10,10,16,não,0,3,524.0,FULLHD,AMOLED,não,0,250,premium
positivo,2021.0,8,14,16,não,0,1,33.0,HD,TN,,500,0,entrada
razer,2016.0,4,8,32,sim,6,3,81.0,4K,OLED,não,0,1000,jogos_premium
acer,2010.0,10,12,12,sim,6,1,117.0,4K,OLED,,500,250,jogos_intermediarios
asus,2014.0,4,4,4,não,0,3,47.0,FULLHD,IPS,,2000,250,2em1
dell,2010.0,6,8,16,sim,6,3,185.0,FULLHD,IPS,não,2000,1000,jogos_intermediarios
lenovo,2013.0,8,11,16,sim,6,4,129.0,QUADHD,AMOLED,,1000,2000,jogos_premium
samsung,2019.0,12,19,32,não,0,4,402.0,HD,TN,,500,0,entrada
dell,2010.0,4,7,2,não,0,1,359.0,HD,TN,não,2000,0,entrada
dell,,8,12,12,sim,6,4,157.0,FULLHD,TN,não,0,500,jogos_intermediarios
dell,,10,12,16,sim,6,1,195.0,4K,TN,não,0,1000,jogos_intermediarios
huawei,2022.0,6,10,16,não,0,3,584.0,FULLHD,OLED,,0,1000,premium
positivo,2023.0,12,13,4,não,0,3,119.0,HD,TN,,500,125,entrada
huawei,,12,19,16,não,0,3,551.0,QUADHD,OLED,,2000,250,premium
xiaomi,2017.0,4,8,16,não,0,3,550.0,QUADHD,AMOLED,,0,2000,premium
asus,2014.0,4,8,2,não,0,4,105.0,HD,IPS,,0,250,entrada
dell,2018.0,10,18,12,sim,4,4,,FULLHD,TN,,0,500,jogos_intermediarios
,2012.0,4,6,8,não,0,3,475.0,QUADHD,OLED,,2000,250,premium
hp,2013.0,4,6,8,não,0,3,549.0,FULLHD,OLED,,2000,250,ultraportatil
positivo,2019.0,10,13,4,não,0,3,165.0,HD,IPS,,0,2000,entrada
positivo,2021.0,6,12,6,não,0,3,42.0,HD,TN,não,250,0,entrada
asus,2017.0,10,20,32,não,0,2,478.0,HD,TN,,0,1000,intermediario
huawei,2023.0,8,14,8,não,0,2,477.0,FULLHD,AMOLED,não,0,250,premium
apple,2022.0,10,13,16,não,0,2,447.0,4K,OLED,,0,250,premium
lenovo,2010.0,2,4,16,não,0,2,545.0,FULLHD,OLED,,2000,500,ultraportatil
hp,2016.0,4,6,4,não,0,2,542.0,FULLHD,TN,,0,1000,ultraportatil
huawei,2015.0,4,7,16,não,0,3,564.0,FULLHD,OLED,não,0,1000,premium
acer,2023.0,12,17,16,sim,8,4,194.0,QUADHD,AMOLED,,0,1000,jogos_premium
huawei,2019.0,4,7,16,não,0,3,572.0,4K,AMOLED,,0,1000,premium
positivo,2014.0,10,10,6,não,0,3,220.0,HD,IPS,,250,0,entrada
lenovo,2013.0,4,7,12,sim,4,2,181.0,4K,IPS,,1000,500,jogos_intermediarios
samsung,2020.0,12,17,64,não,0,2,240.0,HD,IPS,,1000,0,entrada
apple,2019.0,12,15,8,não,0,2,507.0,FULLHD,OLED,não,0,250,premium
samsung,2010.0,8,10,16,sim,6,4,55.0,4K,AMOLED,,1000,2000,jogos_premium
positivo,2020.0,8,14,8,não,0,2,136.0,HD,IPS,,250,0,entrada
asus,2017.0,10,16,16,não,0,2,586.0,4K,IPS,,0,500,premium
dell,2023.0,10,10,64,não,0,2,331.0,HD,OLED,,0,250,intermediario
razer,2015.0,8,13,16,sim,6,3,49.0,QUADHD,OLED,,0,500,jogos_premium
apple,2011.0,8,12,8,não,0,3,572.0,FULLHD,AMOLED,não,250,250,premium
razer,,4,5,8,não,0,2,556.0,FULLHD,AMOLED,não,250,250,premium
acer,2013.0,2,4,2,não,0,3,320.0,HD,TN,,0,500,entrada
positivo,2023.0,6,9,12,não,0,1,173.0,HD,IPS,não,250,1000,entrada
razer,2012.0,10,10,16,sim,6,2,,FULLHD,OLED,,0,2000,jogos_premium
razer,2020.0,10,13,16,sim,6,4,128.0,QUADHD,OLED,não,0,2000,jogos_premium
razer,2014.0,10,13,16,não,0,2,538.0,4K,OLED,não,1000,250,premium
apple,2012.0,4,4,8,não,0,3,508.0,4K,OLED,,0,250,premium
apple,2015.0,4,7,16,não,0,2,450.0,QUADHD,AMOLED,não,0,250,premium
lenovo,2022.0,12,14,2,não,0,2,,FULLHD,IPS,,0,1000,2em1
samsung,2015.0,4,5,32,sim,6,1,92.0,FULLHD,AMOLED,,0,1000,jogos_premium
dell,2015.0,8,14,12,não,0,2,355.0,FULLHD,AMOLED,sim,0,250,2em1
apple,2019.0,12,15,8,não,0,2,400.0,FULLHD,OLED,não,0,250,premium
xiaomi,2013.0,10,13,8,não,0,3,403.0,QUADHD,AMOLED,,250,250,premium
huawei,2015.0,12,24,8,não,0,3,,FULLHD,OLED,não,0,500,premium
samsung,2011.0,2,4,8,sim,4,4,157.0,FULLHD,TN,não,500,250,jogos_entrada
lenovo,2022.0,12,15,12,não,0,1,592.0,HD,VA,,0,500,intermediario
razer,2015.0,4,7,16,não,0,2,483.0,FULLHD,OLED,não,0,250,premium
positivo,2010.0,2,3,2,não,0,4,167.0,HD,IPS,não,500,0,entrada
acer,2020.0,12,16,32,sim,6,4,114.0,QUADHD,AMOLED,,0,250,jogos_premium
samsung,2010.0,8,11,12,sim,6,2,174.0,FULLHD,OLED,não,250,500,jogos_intermediarios
lenovo,2023.0,4,4,2,não,0,3,197.0,FULLHD,IPS,sim,0,500,2em1
hp,2013.0,8,10,16,sim,6,4,177.0,QUADHD,TN,,0,500,jogos_intermediarios
acer,2022.0,10,19,12,sim,2,4,87.0,FULLHD,IPS,não,0,1000,jogos_entrada
huawei,2014.0,6,7,8,não,0,3,424.0,FULLHD,AMOLED,,500,250,premium
asus,2022.0,8,14,8,não,0,3,477.0,FULLHD,AMOLED,não,0,1000,premium
acer,2015.0,4,4,12,sim,4,1,126.0,FULLHD,VA,,0,250,jogos_entrada
positivo,2014.0,6,6,6,não,0,4,100.0,HD,TN,,0,500,entrada
hp,2013.0,4,5,8,sim,2,4,85.0,FULLHD,TN,,500,2000,jogos_entrada
acer,2020.0,12,23,8,sim,4,4,130.0,FULLHD,VA,,0,250,jogos_entrada
positivo,2012.0,4,6,12,não,0,4,70.0,HD,TN,,250,0,entrada
samsung,2023.0,6,12,8,não,0,2,426.0,4K,OLED,não,0,250,premium
samsung,2016.0,10,19,8,não,0,3,548.0,HD,IPS,,500,0,intermediario
positivo,2022.0,10,16,6,não,0,3,43.0,HD,IPS,não,500,125,entrada
hp,2017.0,4,8,12,sim,6,1,54.0,FULLHD,IPS,,0,2000,jogos_intermediarios
samsung,2015.0,6,8,8,não,0,4,147.0,HD,IPS,,500,0,entrada
lenovo,2022.0,12,12,12,não,0,1,50.0,HD,IPS,,250,500,entrada
razer,2014.0,8,13,16,sim,6,2,153.0,FULLHD,AMOLED,não,1000,1000,jogos_premium
huawei,2022.0,12,17,8,não,0,3,586.0,QUADHD,AMOLED,,0,250,premium
hp,2016.0,4,6,4,não,0,2,587.0,FULLHD,IPS,,0,500,ultraportatil
hp,2020.0,12,14,16,sim,6,4,113.0,4K,IPS,,0,500,jogos_intermediarios
razer,2017.0,6,7,16,sim,6,2,98.0,4K,AMOLED,,0,500,jogos_premium
apple,2022.0,10,16,16,não,0,2,506.0,QUADHD,AMOLED,,0,250,premium
lenovo,2014.0,8,14,16,não,0,2,549.0,FULLHD,OLED,não,1000,500,ultraportatil
huawei,2012.0,8,8,8,não,0,2,574.0,QUADHD,AMOLED,não,500,250,premium
asus,2017.0,8,11,16,não,0,2,467.0,QUADHD,AMOLED,sim,0,2000,premium
xiaomi,2021.0,10,11,16,não,0,3,478.0,QUADHD,OLED,,0,2000,premium
acer,2021.0,4,6,16,sim,4,4,84.0,QUADHD,VA,,0,2000,jogos_intermediarios
apple,2011.0,4,6,8,não,0,3,492.0,FULLHD,OLED,não,500,250,premium
samsung,,4,4,16,não,0,3,545.0,FULLHD,VA,não,0,250,ultraportatil
acer,2014.0,6,8,32,sim,6,1,147.0,QUADHD,AMOLED,não,500,500,jogos_premium
asus,2014.0,10,11,4,não,0,4,195.0,HD,OLED,,1000,0,intermediario
asus,2011.0,6,8,4,não,0,3,86.0,FULLHD,IPS,,0,2000,2em1
hp,2022.0,4,7,2,não,0,3,582.0,FULLHD,OLED,não,0,2000,ultraportatil
hp,,4,4,16,não,0,2,522.0,FULLHD,OLED,,1000,500,ultraportatil
huawei,2021.0,12,21,16,não,0,2,449.0,4K,OLED,não,0,1000,premium
hp,2010.0,8,14,16,sim,6,4,166.0,QUADHD,OLED,não,1000,2000,jogos_intermediarios
razer,2016.0,6,9,16,não,0,3,502.0,4K,AMOLED,não,0,2000,premium
apple,2014.0,8,14,16,não,0,2,565.0,4K,OLED,,2000,250,premium
acer,2023.0,10,16,16,sim,8,4,155.0,4K,OLED,,0,250,jogos_premium
acer,2017.0,10,12,32,sim,6,2,86.0,FULLHD,OLED,,0,500,jogos_premium
razer,,8,9,32,sim,6,3,181.0,4K,AMOLED,,0,250,jogos_premium
huawei,2016.0,10,19,8,não,0,2,546.0,QUADHD,OLED,,0,250,premium
positivo,2018.0,10,12,32,não,0,1,268.0,HD,TN,não,0,2000,entrada
positivo,2013.0,6,11,8,não,0,4,270.0,HD,TN,não,2000,0,entrada
dell,2021.0,12,22,2,não,0,3,543.0,HD,IPS,não,250,0,entrada
lenovo,2010.0,12,24,16,sim,6,4,186.0,QUADHD,OLED,,0,500,jogos_premium
positivo,2011.0,2,4,16,não,0,4,33.0,HD,IPS,,1000,0,entrada
samsung,2013.0,4,7,16,sim,6,3,66.0,FULLHD,OLED,,2000,2000,jogos_premium
razer,2011.0,12,12,16,não,0,2,451.0,4K,OLED,,0,250,premium
xiaomi,2017.0,10,19,8,não,0,3,432.0,FULLHD,AMOLED,não,0,2000,premium
xiaomi,2013.0,6,8,16,não,0,2,453.0,QUADHD,AMOLED,,0,1000,premium
acer,2012.0,12,24,32,sim,6,4,200.0,4K,AMOLED,não,2000,125,jogos_premium
asus,2018.0,10,19,4,não,0,1,331.0,HD,TN,,0,250,entrada
apple,2021.0,4,8,8,não,0,2,,4K,AMOLED,,0,250,premium
asus,2018.0,6,8,16,não,0,3,600.0,4K,AMOLED,não,0,500,premium
hp,2019.0,8,10,32,não,0,3,547.0,FULLHD,VA,,0,2000,ultraportatil
acer,2016.0,8,12,32,não,0,2,502.0,FULLHD,OLED,não,0,250,ultraportatil
dell,2011.0,8,8,16,sim,6,1,150.0,FULLHD,AMOLED,não,500,125,jogos_premium
apple,2015.0,8,9,16,não,0,3,492.0,QUADHD,OLED,,0,2000,premium
positivo,2016.0,10,19,16,não,0,2,242.0,HD,TN,não,250,0,entrada
xiaomi,2019.0,10,12,16,não,0,2,556.0,4K,OLED,não,0,500,premium
asus,2023.0,10,13,8,não,0,2,314.0,HD,TN,,250,250,entrada
