idade,emprego,estado_civil,educacao,casa,emprestimo,contatos,mes,dia,tempo_conta,anonimizado_1,anonimizado_2,anonimizado_3,anonimizado_4,anonimizado_5,anonimizado_6,anonimizado_7,anonimizado_8,anonimizado_9,anonimizado_10,anonimizado_11,aceitou_proposta
34,management,single,university.degree,no,yes,cellular,may,wed,155.0,33922,no,1,999,0,,-1.8,92.893,-46.2,1.281,5099.1,no
52,admin.,married,professional.course,no,no,cellular,sep,wed,953.0,40736,no,2,999,0,,-1.1,94.199,-37.5,0.8759999999999999,4963.6,yes
58,retired,married,basic.4y,yes,no,cellular,may,wed,358.0,31460,no,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
46,admin.,married,high.school,yes,no,cellular,nov,thu,308.0,26448,no,1,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
37,technician,divorced,professional.course,yes,yes,cellular,aug,mon,63.0,20227,no,3,999,0,,1.4,93.444,-36.1,4.965,5228.1,no
31,blue-collar,married,basic.9y,no,no,telephone,may,tue,935.0,6143,no,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,yes
31,admin.,single,university.degree,yes,no,cellular,aug,fri,292.0,19775,no,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
30,technician,single,professional.course,yes,no,cellular,aug,thu,56.0,23585,no,5,999,0,,1.4,93.444,-36.1,4.962,5228.1,no
29,blue-collar,married,basic.9y,no,no,cellular,may,fri,851.0,32187,no,1,999,0,,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
30,blue-collar,married,high.school,yes,no,cellular,aug,fri,252.0,37757,no,1,999,0,,-2.9,92.201,-31.4,0.8490000000000001,5076.2,yes
28,admin.,single,university.degree,no,no,cellular,mar,thu,237.0,39309,no,1,999,0,,-1.8,93.369,-34.8,0.643,5008.7,yes
34,management,single,university.degree,no,yes,cellular,may,wed,155.0,33922,no,1,999,0,,-1.8,92.893,-46.2,1.281,5099.1,no
28,admin.,single,university.degree,no,no,cellular,mar,thu,189.0,39346,no,1,999,0,,-1.8,93.369,-34.8,0.635,5008.7,no
30,services,single,high.school,no,no,cellular,nov,wed,148.0,25834,no,1,999,0,,-0.1,93.2,-42.0,4.12,5195.8,no
34,entrepreneur,single,professional.course,no,no,telephone,may,tue,290.0,6134,no,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
35,blue-collar,married,basic.9y,yes,no,telephone,jun,fri,13.0,11703,unknown,3,999,0,,1.4,94.465,-41.8,4.959,5228.1,no
53,retired,single,basic.4y,yes,no,cellular,jun,mon,107.0,36739,no,3,999,0,,-2.9,92.963,-40.8,1.281,5076.2,yes
40,blue-collar,married,basic.4y,yes,no,cellular,jul,wed,131.0,13401,unknown,4,999,0,,1.4,93.918,-42.7,4.962,5228.1,no
45,blue-collar,married,basic.6y,no,no,cellular,aug,mon,160.0,18901,unknown,1,999,0,,1.4,93.444,-36.1,4.97,5228.1,no
39,services,single,high.school,yes,no,cellular,aug,fri,308.0,40496,no,6,999,0,,-1.7,94.027,-38.3,0.898,4991.6,yes
31,technician,married,professional.course,no,no,telephone,may,tue,179.0,6197,no,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
28,admin.,single,university.degree,no,no,cellular,mar,thu,189.0,39346,no,1,999,0,,-1.8,93.369,-34.8,0.635,5008.7,no
45,unknown,married,unknown,yes,yes,telephone,jun,tue,138.0,10777,unknown,5,999,0,,1.4,94.465,-41.8,4.961,5228.1,no
47,blue-collar,married,basic.4y,yes,no,telephone,jun,thu,130.0,10185,no,3,999,0,,1.4,94.465,-41.8,4.958,5228.1,no
34,admin.,single,university.degree,yes,no,cellular,mar,tue,568.0,39220,no,1,6,3,success,-1.8,93.369,-34.8,0.652,5008.7,yes
44,blue-collar,married,basic.4y,yes,no,telephone,may,tue,15.0,30669,no,7,999,0,,-1.8,92.893,-46.2,1.344,5099.1,no
56,management,married,basic.4y,unknown,unknown,telephone,may,fri,242.0,3775,unknown,3,999,0,,1.1,93.994,-36.4,4.859,5191.0,no
29,blue-collar,married,high.school,yes,no,telephone,jul,wed,42.0,13135,no,1,999,0,,1.4,93.918,-42.7,4.962,5228.1,no
36,management,married,university.degree,no,no,cellular,apr,wed,353.0,28625,no,2,999,0,,-1.8,93.075,-47.1,1.415,5099.1,yes
46,services,married,university.degree,no,no,cellular,aug,tue,122.0,20392,no,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
46,blue-collar,married,basic.4y,no,no,cellular,may,mon,471.0,33040,no,3,999,0,,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
34,blue-collar,married,professional.course,no,no,cellular,apr,fri,365.0,29214,no,1,999,0,,-1.8,93.075,-47.1,1.405,5099.1,no
33,blue-collar,married,basic.9y,no,no,cellular,may,thu,329.0,31988,unknown,2,999,0,,-1.8,92.893,-46.2,1.327,5099.1,no
41,blue-collar,married,basic.9y,yes,yes,cellular,may,tue,320.0,31022,no,1,999,0,,-1.8,92.893,-46.2,1.344,5099.1,no
41,admin.,married,university.degree,no,no,cellular,apr,fri,476.0,29208,no,1,999,0,,-1.8,93.075,-47.1,1.405,5099.1,yes
57,technician,married,basic.9y,yes,no,telephone,jun,mon,215.0,10346,no,3,999,0,,1.4,94.465,-41.8,4.96,5228.1,no
30,technician,single,professional.course,yes,no,cellular,aug,fri,445.0,19912,no,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
37,technician,married,professional.course,yes,no,cellular,aug,wed,414.0,37145,no,1,999,0,,-2.9,92.201,-31.4,0.884,5076.2,yes
37,technician,married,high.school,yes,no,cellular,aug,tue,76.0,20484,unknown,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
54,management,married,university.degree,yes,no,cellular,apr,tue,211.0,29988,no,1,999,0,,-1.8,93.075,-47.1,1.405,5099.1,yes
42,services,married,high.school,no,no,telephone,jun,wed,678.0,9934,no,4,999,0,,1.4,94.465,-41.8,4.959,5228.1,no
62,admin.,married,high.school,no,no,cellular,oct,tue,318.0,41044,no,1,4,3,success,-1.1,94.601,-49.5,1.037,4963.6,yes
32,blue-collar,single,university.degree,yes,no,telephone,may,thu,128.0,7243,no,2,999,0,,1.1,93.994,-36.4,4.86,5191.0,no
26,admin.,single,university.degree,yes,no,cellular,sep,tue,386.0,40643,no,3,6,3,success,-1.1,94.199,-37.5,0.8809999999999999,4963.6,yes
50,self-employed,married,university.degree,yes,no,cellular,apr,thu,1463.0,28741,no,2,999,0,,-1.8,93.075,-47.1,1.41,5099.1,yes
45,admin.,divorced,high.school,yes,no,cellular,nov,fri,980.0,27321,no,2,999,0,,-0.1,93.2,-42.0,4.021,5195.8,yes
36,technician,single,professional.course,yes,no,cellular,apr,thu,218.0,30207,no,1,2,2,success,-1.8,93.075,-47.1,1.365,5099.1,yes
40,management,married,university.degree,yes,yes,cellular,nov,fri,957.0,27151,no,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,yes
32,admin.,single,university.degree,yes,no,telephone,may,tue,278.0,604,no,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
43,blue-collar,single,basic.6y,no,no,cellular,jul,wed,93.0,14885,no,3,999,0,,1.4,93.918,-42.7,4.957,5228.1,no
82,retired,divorced,basic.4y,yes,no,cellular,nov,tue,,38892,no,2,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes
31,blue-collar,single,basic.4y,no,yes,cellular,nov,wed,125.0,25852,no,2,999,0,,-0.1,93.2,-42.0,4.12,5195.8,no
28,blue-collar,single,professional.course,no,no,cellular,jul,wed,1290.0,13438,no,4,999,0,,1.4,93.918,-42.7,4.962,5228.1,yes
31,admin.,single,university.degree,yes,no,cellular,may,mon,274.0,30487,no,2,999,0,,-1.8,92.893,-46.2,1.354,5099.1,yes
30,technician,divorced,university.degree,no,no,cellular,aug,mon,66.0,22757,no,5,999,0,,1.4,93.444,-36.1,4.965,5228.1,no
60,retired,married,basic.9y,no,no,cellular,aug,wed,707.0,20731,unknown,3,999,0,,1.4,93.444,-36.1,4.965,5228.1,yes
55,management,married,university.degree,no,no,cellular,aug,mon,372.0,22998,no,3,999,0,,1.4,93.444,-36.1,4.965,5228.1,yes
31,blue-collar,married,basic.6y,unknown,unknown,telephone,may,fri,676.0,3570,unknown,1,999,0,,1.1,93.994,-36.4,4.859,5191.0,yes
26,admin.,single,high.school,yes,no,cellular,apr,mon,190.0,29523,no,1,999,0,,-1.8,93.075,-47.1,1.405,5099.1,yes
26,admin.,married,university.degree,yes,yes,telephone,may,wed,56.0,4664,no,1,999,0,,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
39,blue-collar,married,basic.6y,yes,no,telephone,may,fri,308.0,1713,no,1,999,0,,1.1,93.994,-36.4,4.855,5191.0,no
39,admin.,married,university.degree,no,no,telephone,may,mon,744.0,2064,no,6,999,0,,1.1,93.994,-36.4,4.857,5191.0,yes
39,blue-collar,married,high.school,yes,no,telephone,jun,fri,368.0,11434,no,2,999,0,,1.4,94.465,-41.8,4.959,5228.1,no
32,admin.,single,university.degree,yes,no,cellular,aug,tue,419.0,19169,no,3,999,0,,1.4,93.444,-36.1,4.968,5228.1,yes
43,blue-collar,married,basic.6y,no,no,cellular,apr,fri,315.0,29344,unknown,2,999,0,,-1.8,93.075,-47.1,1.405,5099.1,no
34,technician,single,professional.course,no,no,telephone,may,fri,350.0,5052,no,5,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
24,student,single,high.school,no,yes,cellular,jun,thu,176.0,39891,no,2,12,2,failure,-1.7,94.055,-39.8,0.7290000000000001,4991.6,yes
26,blue-collar,married,basic.9y,no,no,cellular,may,wed,45.0,31320,no,2,999,2,failure,-1.8,92.893,-46.2,1.334,5099.1,no
29,housemaid,single,high.school,yes,no,cellular,nov,wed,993.0,25575,no,1,999,0,,-0.1,93.2,-42.0,4.12,5195.8,yes
30,technician,married,high.school,no,no,cellular,aug,tue,142.0,21612,no,1,999,0,,1.4,93.444,-36.1,4.963,5228.1,no
43,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,357.0,28987,unknown,1,999,0,,-1.8,93.075,-47.1,1.405,5099.1,no
35,admin.,married,university.degree,no,no,cellular,jun,thu,121.0,36618,no,4,999,0,,-2.9,92.963,-40.8,1.26,5076.2,yes
46,admin.,married,university.degree,yes,no,telephone,jun,fri,193.0,9232,no,7,999,0,,1.4,94.465,-41.8,4.967,5228.1,no
52,technician,married,university.degree,no,no,cellular,may,thu,211.0,39611,no,1,3,4,success,-1.8,93.876,-40.0,0.677,5008.7,yes
70,retired,divorced,basic.4y,no,no,cellular,jul,thu,390.0,40163,no,2,6,2,success,-1.7,94.215,-40.3,0.846,4991.6,yes
36,blue-collar,single,basic.6y,no,no,cellular,nov,tue,238.0,41116,no,1,999,0,,-1.1,94.767,-50.8,1.046,4963.6,yes
36,technician,married,university.degree,yes,no,cellular,aug,tue,85.0,21738,no,4,999,0,,1.4,93.444,-36.1,4.963,5228.1,no
46,services,married,university.degree,yes,no,cellular,sep,wed,630.0,40659,no,1,999,0,,-1.1,94.199,-37.5,0.88,4963.6,yes
48,management,divorced,university.degree,yes,no,cellular,nov,wed,208.0,38931,no,1,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,yes
29,technician,married,university.degree,yes,no,cellular,nov,fri,210.0,38817,no,1,3,1,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
42,admin.,single,university.degree,yes,no,telephone,jun,fri,520.0,9417,no,3,999,0,,1.4,94.465,-41.8,4.967,5228.1,no
26,admin.,single,university.degree,yes,no,telephone,aug,tue,215.0,37649,no,1,999,1,failure,-2.9,92.201,-31.4,0.8590000000000001,5076.2,yes
34,unemployed,single,university.degree,yes,no,cellular,jun,tue,167.0,39989,no,2,999,0,,-1.7,94.055,-39.8,0.7609999999999999,4991.6,yes
44,admin.,single,university.degree,no,no,cellular,aug,mon,208.0,18831,no,1,999,0,,1.4,93.444,-36.1,4.97,5228.1,no
35,admin.,married,university.degree,yes,no,cellular,nov,wed,925.0,25557,no,1,999,0,,-0.1,93.2,-42.0,4.12,5195.8,yes
31,admin.,divorced,high.school,no,no,telephone,may,thu,1207.0,7055,no,1,999,0,,1.1,93.994,-36.4,4.86,5191.0,yes
25,unemployed,single,high.school,no,no,telephone,may,wed,694.0,6629,unknown,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,yes
31,blue-collar,single,high.school,yes,no,cellular,may,fri,197.0,32276,no,1,999,1,failure,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
33,admin.,single,university.degree,yes,no,cellular,apr,fri,76.0,29086,no,2,999,0,,-1.8,93.075,-47.1,1.405,5099.1,no
38,unknown,married,basic.6y,yes,no,telephone,may,mon,240.0,5760,no,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
37,services,single,high.school,yes,no,cellular,apr,wed,165.0,30031,no,1,999,0,,-1.8,93.075,-47.1,1.405,5099.1,yes
25,admin.,single,university.degree,yes,no,cellular,aug,fri,255.0,37220,no,1,999,0,,-2.9,92.201,-31.4,0.8809999999999999,5076.2,yes
39,management,married,university.degree,no,no,telephone,apr,tue,325.0,39526,no,1,999,2,failure,-1.8,93.749,-34.6,0.6459999999999999,5008.7,yes
56,services,married,high.school,no,no,telephone,nov,thu,871.0,26877,no,3,999,0,,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
41,management,married,university.degree,yes,no,cellular,nov,mon,49.0,24206,no,1,999,0,,-0.1,93.2,-42.0,4.191,5195.8,no
53,admin.,single,university.degree,yes,yes,telephone,nov,fri,212.0,38809,no,3,999,1,failure,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
32,blue-collar,married,professional.course,no,no,telephone,may,fri,278.0,7451,no,2,999,0,,1.1,93.994,-36.4,4.864,5191.0,no
60,admin.,married,unknown,yes,no,cellular,may,wed,762.0,39648,no,1,6,2,success,-1.8,93.876,-40.0,0.682,5008.7,yes
48,management,married,university.degree,yes,no,telephone,jun,thu,298.0,10170,no,3,999,0,,1.4,94.465,-41.8,4.958,5228.1,no
38,blue-collar,married,basic.9y,no,no,cellular,may,thu,228.0,31815,unknown,1,999,0,,-1.8,92.893,-46.2,1.327,5099.1,no
58,self-employed,married,basic.6y,yes,no,cellular,aug,thu,157.0,23576,unknown,5,999,0,,1.4,93.444,-36.1,4.962,5228.1,no
26,student,single,basic.9y,yes,no,cellular,mar,mon,1447.0,27711,no,2,999,0,,-1.8,92.843,-50.0,1.811,5099.1,yes
38,services,married,basic.9y,yes,no,cellular,apr,thu,417.0,28804,no,2,999,0,,-1.8,93.075,-47.1,1.41,5099.1,no
41,blue-collar,married,basic.4y,no,no,telephone,may,wed,142.0,2719,no,1,999,0,,1.1,93.994,-36.4,4.859,5191.0,no
60,technician,married,high.school,no,no,cellular,jul,fri,590.0,17264,no,8,999,0,,1.4,93.918,-42.7,4.962,5228.1,yes
56,blue-collar,married,basic.4y,no,no,telephone,jun,fri,84.0,9124,unknown,2,999,0,,1.4,94.465,-41.8,4.967,5228.1,no
44,blue-collar,married,basic.6y,yes,yes,cellular,aug,tue,222.0,21532,no,2,999,0,,1.4,93.444,-36.1,4.963,5228.1,no
28,technician,single,high.school,no,no,telephone,may,fri,184.0,7515,no,2,999,0,,1.1,93.994,-36.4,4.864,5191.0,no
31,admin.,single,university.degree,unknown,unknown,cellular,oct,tue,192.0,40990,no,1,3,1,success,-1.1,94.601,-49.5,1.008,4963.6,yes
49,unemployed,married,professional.course,yes,no,cellular,aug,wed,397.0,19253,unknown,2,999,0,,1.4,93.444,-36.1,4.967,5228.1,yes
46,technician,divorced,professional.course,yes,no,telephone,jun,fri,365.0,11597,unknown,3,999,0,,1.4,94.465,-41.8,4.959,5228.1,no
34,admin.,married,university.degree,yes,yes,cellular,jul,mon,151.0,17633,no,7,999,0,,1.4,93.918,-42.7,4.962,5228.1,no
58,retired,married,high.school,no,no,cellular,aug,tue,130.0,37798,no,2,999,0,,-2.9,92.201,-31.4,0.838,5076.2,yes
40,blue-collar,married,basic.9y,no,no,telephone,may,wed,486.0,4841,unknown,2,999,0,,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
45,admin.,divorced,university.degree,yes,no,telephone,may,mon,212.0,2236,unknown,5,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
40,admin.,single,university.degree,no,no,telephone,jun,mon,498.0,11936,no,2,999,0,,1.4,94.465,-41.8,4.958,5228.1,yes
40,unemployed,married,professional.course,no,yes,telephone,sep,fri,91.0,38055,no,1,999,0,,-3.4,92.379,-29.8,0.773,5017.5,yes
59,admin.,married,university.degree,yes,no,cellular,jun,fri,1543.0,36675,unknown,1,999,0,,-2.9,92.963,-40.8,1.268,5076.2,yes
30,technician,married,professional.course,yes,no,cellular,oct,tue,427.0,38402,no,1,999,0,,-3.4,92.431,-26.9,0.737,5017.5,yes
32,admin.,single,university.degree,yes,no,cellular,jul,thu,117.0,13604,no,1,999,0,,1.4,93.918,-42.7,4.963,5228.1,no
26,admin.,married,university.degree,yes,no,cellular,mar,mon,175.0,27707,no,5,999,0,,-1.8,92.843,-50.0,1.811,5099.1,yes
23,admin.,single,university.degree,unknown,unknown,cellular,mar,thu,308.0,27738,no,2,999,1,failure,-1.8,92.843,-50.0,1.757,5099.1,yes
37,admin.,married,university.degree,yes,no,cellular,jul,mon,227.0,37009,no,2,999,0,,-2.9,92.469,-33.6,1.048,5076.2,yes
55,services,divorced,high.school,no,yes,telephone,may,mon,207.0,4115,no,3,999,0,,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
29,technician,married,professional.course,yes,no,cellular,aug,fri,94.0,19865,no,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
21,student,single,unknown,yes,yes,cellular,may,mon,374.0,30436,no,2,999,0,,-1.8,92.893,-46.2,1.354,5099.1,yes
33,entrepreneur,married,high.school,yes,no,cellular,apr,fri,273.0,28089,no,2,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,no
41,technician,married,professional.course,no,no,cellular,mar,fri,229.0,27923,no,2,999,0,,-1.8,92.843,-50.0,1.531,5099.1,yes
33,services,married,high.school,yes,yes,telephone,jun,mon,54.0,39952,no,1,999,0,,-1.7,94.055,-39.8,0.754,4991.6,no
28,services,married,high.school,no,no,cellular,jul,tue,413.0,12897,no,1,999,0,,1.4,93.918,-42.7,4.962,5228.1,no
39,admin.,single,high.school,yes,no,cellular,oct,fri,132.0,38336,no,1,999,0,,-3.4,92.431,-26.9,0.7390000000000001,5017.5,no
26,blue-collar,married,basic.9y,no,no,cellular,may,thu,,34494,no,1,999,2,failure,-1.8,92.893,-46.2,1.266,5099.1,no
32,services,single,professional.course,no,no,telephone,may,thu,589.0,3385,no,1,999,0,,1.1,93.994,-36.4,4.86,5191.0,no
36,management,married,university.degree,yes,no,telephone,may,tue,133.0,5979,no,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
52,services,married,high.school,yes,no,telephone,nov,tue,251.0,25050,no,1,999,0,,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
35,technician,single,professional.course,yes,no,cellular,jul,tue,360.0,40127,no,1,11,2,success,-1.7,94.215,-40.3,0.835,4991.6,yes
22,unemployed,single,high.school,yes,no,cellular,jul,thu,361.0,18602,no,3,999,0,,1.4,93.918,-42.7,4.968,5228.1,yes
55,management,married,university.degree,yes,no,cellular,nov,tue,283.0,38910,no,1,999,0,,-3.4,92.649,-30.1,0.716,5017.5,no
48,blue-collar,married,basic.6y,yes,no,telephone,jun,tue,130.0,10610,no,1,999,0,,1.4,94.465,-41.8,4.961,5228.1,no
40,management,married,basic.6y,no,no,cellular,nov,mon,56.0,24199,no,1,999,0,,-0.1,93.2,-42.0,4.191,5195.8,no
51,technician,married,university.degree,yes,no,cellular,apr,thu,526.0,30273,no,2,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,yes
28,admin.,single,university.degree,yes,no,cellular,jun,fri,232.0,36662,no,1,999,0,,-2.9,92.963,-40.8,1.268,5076.2,yes
26,blue-collar,single,basic.9y,no,no,telephone,may,wed,738.0,3025,no,2,999,0,,1.1,93.994,-36.4,4.859,5191.0,no
34,admin.,single,university.degree,no,no,cellular,mar,tue,241.0,39221,no,1,6,1,success,-1.8,93.369,-34.8,0.652,5008.7,yes
30,student,single,university.degree,no,no,cellular,nov,fri,585.0,27536,no,4,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
43,technician,divorced,basic.9y,no,no,cellular,jul,fri,853.0,14069,no,2,999,0,,1.4,93.918,-42.7,4.963,5228.1,yes
23,admin.,single,high.school,yes,no,cellular,may,wed,108.0,33907,no,1,999,0,,-1.8,92.893,-46.2,1.281,5099.1,no
29,admin.,single,university.degree,yes,no,cellular,aug,fri,101.0,22568,no,2,999,0,,1.4,93.444,-36.1,4.964,5228.1,no
47,blue-collar,married,basic.4y,yes,yes,cellular,jul,thu,114.0,15015,unknown,1,999,0,,1.4,93.918,-42.7,4.958,5228.1,no
34,blue-collar,married,unknown,yes,no,telephone,may,wed,1302.0,34050,unknown,3,999,0,,-1.8,92.893,-46.2,1.281,5099.1,yes
42,management,divorced,unknown,yes,no,cellular,aug,wed,137.0,37388,no,2,4,1,success,-2.9,92.201,-31.4,0.879,5076.2,yes
50,technician,married,high.school,yes,no,telephone,nov,thu,75.0,26604,no,2,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
32,unemployed,single,high.school,yes,no,cellular,nov,thu,73.0,26385,no,4,999,0,,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
28,admin.,married,high.school,yes,no,cellular,may,wed,,33928,no,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
46,management,married,unknown,yes,no,cellular,nov,thu,1503.0,26445,no,2,999,0,,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
29,blue-collar,divorced,basic.4y,no,no,cellular,may,fri,667.0,34860,no,3,999,0,,-1.8,92.893,-46.2,1.25,5099.1,yes
31,technician,single,university.degree,no,no,telephone,oct,thu,154.0,24058,no,1,999,0,,-0.1,93.798,-40.4,4.794,5195.8,yes
46,technician,married,basic.9y,no,no,telephone,may,fri,81.0,7741,unknown,3,999,0,,1.1,93.994,-36.4,4.864,5191.0,no
57,admin.,married,university.degree,yes,no,cellular,jul,thu,73.0,17014,no,10,999,0,,1.4,93.918,-42.7,4.962,5228.1,no
27,technician,single,university.degree,yes,yes,cellular,may,wed,754.0,31400,no,1,999,0,,-1.8,92.893,-46.2,1.334,5099.1,yes
59,blue-collar,divorced,basic.4y,no,no,cellular,jul,thu,367.0,36955,no,1,999,0,,-2.9,92.469,-33.6,1.072,5076.2,yes
53,technician,single,professional.course,yes,no,cellular,nov,wed,1468.0,26050,no,3,999,0,,-0.1,93.2,-42.0,4.12,5195.8,yes
77,retired,married,high.school,yes,no,cellular,apr,thu,165.0,39495,no,7,999,0,,-1.8,93.749,-34.6,0.644,5008.7,yes
44,services,married,high.school,no,no,cellular,jul,thu,374.0,18444,unknown,1,999,0,,1.4,93.918,-42.7,4.968,5228.1,no
50,admin.,married,university.degree,yes,no,cellular,dec,tue,410.0,39083,no,3,999,0,,-3.0,92.713,-33.0,0.708,5023.5,yes
35,blue-collar,married,high.school,yes,no,cellular,may,tue,,33163,no,1,999,0,,-1.8,92.893,-46.2,1.291,5099.1,no
39,admin.,married,high.school,yes,no,telephone,may,fri,343.0,3640,no,1,999,0,,1.1,93.994,-36.4,4.859,5191.0,no
33,admin.,single,university.degree,yes,yes,telephone,apr,wed,117.0,28605,no,1,999,0,,-1.8,93.075,-47.1,1.415,5099.1,no
35,blue-collar,married,basic.9y,yes,no,cellular,apr,tue,855.0,28468,no,1,999,0,,-1.8,93.075,-47.1,1.423,5099.1,no
50,technician,single,university.degree,no,no,cellular,jul,tue,86.0,17804,unknown,2,999,0,,1.4,93.918,-42.7,4.961,5228.1,no
29,blue-collar,married,high.school,no,no,telephone,jun,mon,140.0,10222,no,2,999,0,,1.4,94.465,-41.8,4.96,5228.1,no
43,admin.,single,high.school,no,no,cellular,nov,wed,1011.0,25692,no,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,yes
30,admin.,single,university.degree,no,no,cellular,aug,mon,123.0,21340,no,4,999,0,,1.4,93.444,-36.1,4.963,5228.1,no
31,services,divorced,high.school,yes,no,cellular,apr,mon,267.0,29766,no,1,999,0,,-1.8,93.075,-47.1,1.405,5099.1,no
28,self-employed,single,university.degree,yes,no,telephone,jul,wed,51.0,18073,no,19,999,0,,1.4,93.918,-42.7,4.963,5228.1,no
38,unemployed,married,basic.4y,yes,yes,telephone,may,tue,206.0,746,unknown,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
57,retired,divorced,professional.course,no,no,telephone,jun,wed,203.0,11051,no,1,999,0,,1.4,94.465,-41.8,4.962,5228.1,no
31,admin.,married,high.school,no,yes,cellular,aug,mon,155.0,37292,no,2,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,yes
32,blue-collar,married,basic.9y,unknown,unknown,cellular,apr,mon,1063.0,28162,no,1,999,0,,-1.8,93.075,-47.1,1.466,5099.1,yes
51,technician,married,professional.course,yes,no,cellular,aug,thu,1226.0,40483,no,3,999,0,,-1.7,94.027,-38.3,0.899,4991.6,yes
30,blue-collar,married,basic.9y,no,no,telephone,nov,tue,465.0,24072,no,1,999,0,,-0.1,93.2,-42.0,4.7,5195.8,yes
33,admin.,single,university.degree,no,yes,cellular,aug,wed,155.0,21784,no,1,999,0,,1.4,93.444,-36.1,4.964,5228.1,no
40,housemaid,married,high.school,yes,no,telephone,jun,mon,100.0,9612,unknown,7,999,0,,1.4,94.465,-41.8,4.961,5228.1,no
33,admin.,married,university.degree,yes,no,cellular,aug,fri,576.0,22420,no,1,999,0,,1.4,93.444,-36.1,4.964,5228.1,yes
25,services,single,high.school,yes,no,cellular,oct,thu,287.0,38433,no,1,999,0,,-3.4,92.431,-26.9,0.733,5017.5,no
38,technician,single,university.degree,no,no,cellular,aug,mon,,40338,no,7,999,0,,-1.7,94.027,-38.3,0.898,4991.6,no
26,technician,single,professional.course,yes,no,cellular,apr,fri,378.0,29280,no,1,999,0,,-1.8,93.075,-47.1,1.405,5099.1,yes
43,management,married,university.degree,yes,no,cellular,may,fri,663.0,35117,no,1,999,0,,-1.8,92.893,-46.2,1.25,5099.1,yes
27,blue-collar,single,basic.9y,yes,no,telephone,jul,wed,104.0,16462,unknown,1,999,0,,1.4,93.918,-42.7,4.963,5228.1,no
34,self-employed,married,university.degree,yes,no,cellular,nov,wed,905.0,25518,no,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
29,blue-collar,single,high.school,yes,no,cellular,jul,tue,966.0,16198,no,2,999,0,,1.4,93.918,-42.7,4.961,5228.1,yes
30,student,single,unknown,no,no,cellular,dec,wed,343.0,39008,no,1,4,2,success,-3.0,92.713,-33.0,0.715,5023.5,yes
56,admin.,married,university.degree,no,yes,cellular,aug,thu,260.0,19705,no,3,999,0,,1.4,93.444,-36.1,4.968,5228.1,no
24,admin.,single,university.degree,yes,no,cellular,apr,thu,127.0,28766,no,1,999,0,,-1.8,93.075,-47.1,1.41,5099.1,yes
52,admin.,married,unknown,no,no,cellular,apr,wed,387.0,39541,no,2,999,0,,-1.8,93.749,-34.6,0.654,5008.7,yes
42,management,divorced,unknown,yes,no,cellular,aug,wed,266.0,37379,no,2,999,0,,-2.9,92.201,-31.4,0.879,5076.2,no
38,management,married,university.degree,yes,no,cellular,may,wed,187.0,36189,no,2,2,1,success,-1.8,92.893,-46.2,1.27,5099.1,yes
52,admin.,married,university.degree,no,no,cellular,may,wed,429.0,34213,no,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes
