idade,emprego,estado_civil,educacao,saldo_bancario,possui_casa,emprestimo,dia,mes,duracao,qtd_contato,deposito
77.0,retired,,primary,29340,no,no,15,mar,257.0,1.0,yes
54.0,management,,tertiary,1014,no,yes,30,apr,240.0,1.0,yes
50.0,management,,tertiary,2366,no,no,28,jan,816.0,2.0,yes
31.0,housemaid,,primary,26965,no,no,21,apr,654.0,2.0,yes
45.0,management,,tertiary,1411,no,no,7,sep,800.0,2.0,yes
30.0,management,,tertiary,617,no,no,27,feb,192.0,2.0,yes
40.0,technician,divorced,tertiary,4736,yes,no,11,feb,285.0,2.0,yes
67.0,retired,,unknown,2540,no,no,14,sep,279.0,3.0,yes
39.0,services,,secondary,403,yes,no,7,may,1262.0,3.0,yes
20.0,blue-collar,,secondary,423,yes,no,16,apr,498.0,1.0,yes
31.0,management,,tertiary,131,no,no,18,feb,332.0,2.0,yes
31.0,admin.,,tertiary,4041,no,no,30,apr,1034.0,2.0,yes
33.0,management,,tertiary,273,yes,no,16,may,803.0,1.0,yes
45.0,blue-collar,,primary,101,yes,no,12,may,460.0,5.0,yes
45.0,admin.,,secondary,0,no,yes,15,jul,533.0,3.0,yes
31.0,technician,,secondary,2544,no,no,15,jul,252.0,1.0,yes
33.0,technician,,tertiary,1699,no,no,6,nov,178.0,2.0,yes
41.0,blue-collar,,secondary,2689,yes,no,15,apr,135.0,1.0,yes
31.0,management,,tertiary,3160,yes,no,26,apr,688.0,2.0,yes
50.0,housemaid,,secondary,388,no,no,11,mar,203.0,2.0,yes
56.0,retired,,secondary,393,no,yes,26,jul,183.0,1.0,yes
28.0,student,,secondary,69,no,no,30,jan,532.0,2.0,yes
35.0,technician,,tertiary,2658,yes,no,19,aug,768.0,2.0,yes
30.0,services,,secondary,-366,yes,no,18,jul,516.0,1.0,yes
64.0,retired,,secondary,466,yes,no,18,oct,526.0,1.0,yes
32.0,student,,tertiary,64,no,no,30,jun,598.0,4.0,yes
29.0,blue-collar,,secondary,580,yes,yes,17,apr,1311.0,2.0,yes
29.0,management,,secondary,3317,no,yes,4,may,640.0,7.0,yes
51.0,blue-collar,,secondary,955,no,yes,17,dec,221.0,3.0,yes
40.0,housemaid,,tertiary,7441,no,no,31,jul,1461.0,6.0,yes
45.0,technician,,tertiary,377,yes,no,19,jun,835.0,3.0,yes
36.0,admin.,,tertiary,994,no,no,6,may,211.0,1.0,yes
31.0,blue-collar,,secondary,1766,no,yes,5,jun,166.0,2.0,yes
43.0,services,,secondary,-236,yes,no,28,jul,745.0,7.0,yes
42.0,services,,secondary,774,no,no,28,jan,997.0,1.0,yes
46.0,admin.,,secondary,659,yes,no,29,jul,1127.0,11.0,yes
34.0,technician,,tertiary,149,no,no,22,aug,739.0,2.0,yes
52.0,blue-collar,,secondary,1405,no,yes,17,jul,753.0,2.0,yes
47.0,admin.,,secondary,290,yes,no,22,jul,1352.0,2.0,yes
40.0,student,,secondary,595,yes,no,3,jun,406.0,2.0,yes
26.0,student,,secondary,4613,no,no,28,may,663.0,3.0,yes
45.0,technician,,secondary,0,yes,no,7,dec,344.0,1.0,yes
55.0,retired,divorced,secondary,2204,no,no,22,feb,261.0,1.0,yes
42.0,unemployed,,tertiary,576,no,no,3,jun,447.0,2.0,yes
40.0,management,,tertiary,3840,yes,no,24,sep,232.0,2.0,yes
43.0,technician,,secondary,1358,no,no,10,mar,159.0,3.0,yes
26.0,student,,tertiary,5169,yes,no,25,may,397.0,1.0,yes
31.0,blue-collar,,secondary,0,yes,no,10,aug,,1.0,yes
31.0,management,,tertiary,533,no,no,11,feb,144.0,1.0,yes
29.0,services,,tertiary,1788,no,no,27,oct,353.0,1.0,yes
44.0,self-employed,divorced,tertiary,1070,yes,no,12,aug,137.0,2.0,yes
35.0,management,,tertiary,80,no,no,4,sep,434.0,2.0,yes
36.0,technician,,secondary,3254,yes,no,27,oct,207.0,1.0,yes
30.0,admin.,,secondary,1309,no,no,28,jan,622.0,1.0,yes
48.0,management,,tertiary,0,no,yes,19,feb,204.0,4.0,yes
33.0,management,,unknown,1534,yes,no,11,jul,1041.0,2.0,yes
36.0,management,,tertiary,535,no,no,20,apr,150.0,2.0,yes
46.0,admin.,,secondary,368,no,no,20,aug,293.0,1.0,yes
35.0,unemployed,,tertiary,415,no,no,4,may,164.0,2.0,yes
46.0,technician,,secondary,3434,no,yes,8,jun,148.0,2.0,yes
32.0,admin.,,secondary,35,no,no,17,dec,324.0,3.0,yes
46.0,services,,secondary,2948,no,no,21,nov,893.0,1.0,yes
54.0,housemaid,,tertiary,2473,no,no,5,mar,607.0,2.0,yes
36.0,management,,tertiary,1133,yes,no,4,aug,293.0,1.0,yes
29.0,admin.,,secondary,306,yes,no,18,may,774.0,4.0,yes
58.0,management,,secondary,-382,no,no,31,jul,644.0,12.0,yes
35.0,admin.,divorced,secondary,1224,yes,no,3,nov,187.0,1.0,yes
30.0,management,,tertiary,5359,no,no,27,may,119.0,1.0,yes
31.0,technician,,tertiary,2166,no,no,13,jul,577.0,6.0,yes
35.0,management,,tertiary,925,no,no,8,jun,200.0,4.0,yes
36.0,management,,tertiary,495,no,no,5,aug,157.0,3.0,yes
34.0,admin.,,secondary,2374,yes,no,9,nov,161.0,1.0,yes
28.0,student,,secondary,1925,no,no,25,may,252.0,1.0,yes
23.0,services,,secondary,279,yes,no,18,may,843.0,1.0,yes
46.0,blue-collar,,unknown,842,yes,no,8,may,833.0,1.0,yes
33.0,unemployed,,tertiary,6748,no,no,14,aug,1579.0,2.0,yes
25.0,management,,tertiary,-242,yes,yes,18,may,600.0,4.0,yes
43.0,blue-collar,,primary,3917,no,no,2,mar,154.0,1.0,yes
38.0,technician,,secondary,1711,no,no,30,sep,234.0,1.0,yes
62.0,retired,,secondary,298,no,no,17,nov,709.0,2.0,yes
33.0,unknown,,secondary,335,no,no,4,feb,891.0,2.0,yes
53.0,management,,unknown,2240,yes,no,2,jun,282.0,2.0,yes
38.0,technician,,secondary,1478,no,no,12,aug,926.0,4.0,yes
32.0,entrepreneur,,secondary,390,no,no,6,sep,440.0,1.0,yes
24.0,student,,secondary,1234,no,no,21,jul,314.0,1.0,yes
26.0,management,,tertiary,3704,no,no,19,aug,238.0,4.0,yes
55.0,blue-collar,,unknown,890,no,no,22,aug,1329.0,2.0,yes
47.0,management,,tertiary,3663,no,no,30,mar,364.0,3.0,yes
58.0,blue-collar,,secondary,119,yes,yes,12,may,985.0,1.0,yes
30.0,blue-collar,,secondary,167,yes,no,10,jul,255.0,1.0,yes
39.0,technician,,secondary,1022,yes,no,20,may,1410.0,2.0,yes
30.0,admin.,,tertiary,305,no,no,4,feb,227.0,2.0,yes
34.0,blue-collar,divorced,unknown,172,no,no,15,jun,177.0,1.0,yes
34.0,management,,tertiary,3047,no,no,30,apr,317.0,1.0,yes
56.0,management,,tertiary,616,no,no,30,apr,225.0,1.0,yes
27.0,services,,secondary,453,no,no,19,apr,142.0,2.0,yes
46.0,self-employed,,secondary,526,no,no,30,apr,523.0,1.0,yes
32.0,management,,tertiary,169,no,no,14,aug,698.0,2.0,yes
27.0,services,,secondary,1347,no,no,28,dec,824.0,1.0,yes
36.0,blue-collar,,primary,378,yes,no,5,may,1240.0,1.0,yes
46.0,admin.,,tertiary,2889,yes,no,5,may,494.0,1.0,yes
46.0,technician,,secondary,57,no,no,28,may,796.0,1.0,yes
49.0,management,,tertiary,0,no,no,17,oct,223.0,1.0,yes
39.0,technician,,tertiary,1293,no,no,3,jun,140.0,2.0,yes
33.0,technician,,secondary,2085,no,no,9,feb,501.0,2.0,yes
48.0,entrepreneur,,secondary,315,no,no,11,feb,271.0,1.0,yes
38.0,blue-collar,,secondary,1627,no,no,16,jun,1323.0,9.0,yes
60.0,retired,,secondary,1853,no,no,10,feb,234.0,1.0,yes
33.0,technician,,secondary,1429,yes,no,31,aug,268.0,,yes
64.0,management,,tertiary,3951,no,no,28,jan,134.0,1.0,yes
22.0,self-employed,,tertiary,780,no,no,17,mar,272.0,3.0,yes
34.0,technician,divorced,tertiary,674,yes,no,7,aug,587.0,2.0,yes
36.0,blue-collar,,secondary,218,yes,no,4,may,619.0,6.0,yes
72.0,retired,,primary,763,no,no,24,apr,384.0,2.0,yes
37.0,services,,secondary,4151,yes,yes,30,jul,543.0,4.0,yes
78.0,retired,divorced,primary,2787,no,no,1,jul,372.0,1.0,yes
31.0,technician,,tertiary,26,no,yes,18,nov,419.0,1.0,yes
20.0,student,,secondary,153,no,no,21,jun,,1.0,yes
60.0,self-employed,,primary,362,no,yes,29,jul,816.0,6.0,yes
36.0,self-employed,,secondary,1184,yes,no,6,apr,1063.0,1.0,yes
51.0,technician,,secondary,6840,no,no,7,jul,257.0,1.0,yes
26.0,blue-collar,,secondary,3145,no,no,28,dec,1141.0,1.0,yes
48.0,admin.,,secondary,660,no,no,18,feb,318.0,1.0,yes
49.0,management,,tertiary,1311,yes,no,8,may,813.0,1.0,yes
20.0,student,,secondary,215,no,no,24,nov,325.0,1.0,yes
77.0,retired,,primary,3324,no,no,13,may,289.0,1.0,yes
42.0,management,,tertiary,0,yes,no,21,nov,824.0,1.0,yes
31.0,admin.,,secondary,747,yes,no,26,may,543.0,2.0,yes
56.0,blue-collar,,secondary,448,yes,yes,17,may,556.0,1.0,yes
32.0,technician,,tertiary,1246,yes,no,30,apr,509.0,1.0,yes
33.0,management,,tertiary,271,yes,no,14,aug,801.0,2.0,yes
33.0,management,,tertiary,1271,yes,no,15,apr,636.0,3.0,yes
54.0,housemaid,,secondary,962,yes,no,29,oct,288.0,3.0,yes
28.0,student,,tertiary,3054,no,no,30,apr,384.0,1.0,yes
41.0,unemployed,,tertiary,0,no,no,30,oct,373.0,3.0,yes
51.0,management,,tertiary,346,no,no,12,nov,134.0,2.0,yes
43.0,blue-collar,divorced,primary,3550,no,no,20,nov,1154.0,1.0,yes
36.0,management,,tertiary,1379,no,no,25,may,189.0,1.0,yes
49.0,management,,tertiary,1093,yes,yes,12,jan,243.0,2.0,yes
47.0,admin.,divorced,secondary,295,yes,no,6,jun,,2.0,yes
30.0,services,,secondary,129,yes,no,26,may,1446.0,7.0,yes
31.0,technician,,tertiary,636,yes,no,4,may,352.0,4.0,yes
39.0,technician,,secondary,4101,yes,no,18,feb,146.0,2.0,yes
40.0,management,,tertiary,3352,yes,no,23,oct,138.0,1.0,yes
48.0,management,,tertiary,334,yes,no,28,sep,600.0,2.0,yes
30.0,services,divorced,secondary,341,yes,no,20,nov,478.0,1.0,yes
41.0,entrepreneur,,secondary,8491,yes,no,18,nov,929.0,1.0,yes
33.0,services,,secondary,227,yes,yes,13,aug,477.0,2.0,yes
25.0,student,,secondary,125,no,no,9,feb,215.0,1.0,yes
49.0,admin.,,secondary,3608,yes,no,13,nov,231.0,1.0,yes
32.0,management,,tertiary,2536,yes,no,26,aug,958.0,6.0,yes
64.0,management,,tertiary,4688,no,no,21,oct,200.0,1.0,yes
28.0,student,,secondary,0,no,no,18,feb,209.0,20.0,yes
37.0,management,,tertiary,1113,no,no,2,mar,229.0,1.0,yes
25.0,blue-collar,,secondary,1857,yes,no,13,apr,295.0,4.0,yes
53.0,admin.,,secondary,2892,no,no,9,apr,527.0,3.0,yes
62.0,self-employed,divorced,tertiary,6,yes,no,13,apr,,1.0,yes
34.0,services,,secondary,1076,no,no,12,may,152.0,1.0,yes
26.0,admin.,,secondary,-930,yes,no,14,may,786.0,1.0,yes
39.0,blue-collar,,secondary,1382,yes,no,11,feb,397.0,2.0,yes
45.0,management,,tertiary,2048,yes,no,18,oct,310.0,1.0,yes
19.0,student,,primary,608,no,no,12,may,236.0,1.0,yes
33.0,blue-collar,divorced,unknown,-274,yes,yes,17,apr,715.0,2.0,yes
43.0,admin.,,secondary,132,no,no,27,may,187.0,2.0,yes
35.0,technician,,secondary,344,no,no,27,aug,519.0,16.0,yes
52.0,blue-collar,,secondary,2230,no,no,29,oct,423.0,3.0,yes
28.0,self-employed,,secondary,5679,yes,no,9,feb,701.0,4.0,yes
35.0,blue-collar,,secondary,885,yes,no,15,jul,632.0,6.0,yes
50.0,blue-collar,,primary,3764,no,no,9,sep,214.0,2.0,yes
37.0,services,,secondary,4017,no,no,30,apr,665.0,2.0,yes
36.0,technician,,secondary,368,yes,yes,6,may,1597.0,2.0,yes
61.0,retired,,secondary,569,no,no,4,aug,219.0,1.0,yes
24.0,blue-collar,,secondary,272,no,no,16,nov,,2.0,yes
35.0,services,,primary,167,no,yes,11,jul,614.0,2.0,yes
32.0,management,,tertiary,1388,yes,no,30,apr,753.0,1.0,yes
45.0,blue-collar,,secondary,7895,yes,no,4,feb,872.0,1.0,yes
43.0,blue-collar,,secondary,2160,no,no,8,sep,261.0,1.0,yes
39.0,technician,,secondary,1587,yes,no,2,jun,171.0,3.0,yes
35.0,management,divorced,tertiary,1723,yes,no,25,jul,862.0,1.0,yes
23.0,student,,tertiary,691,no,no,27,may,1178.0,1.0,yes
34.0,blue-collar,,secondary,243,yes,no,18,may,507.0,1.0,yes
47.0,admin.,,secondary,3696,no,no,12,jan,758.0,4.0,yes
21.0,student,,secondary,71,no,no,13,jan,169.0,2.0,yes
37.0,unknown,,tertiary,0,no,no,8,jun,257.0,2.0,yes
53.0,admin.,,secondary,3765,no,no,20,jun,1094.0,3.0,yes
46.0,blue-collar,,primary,977,no,yes,2,feb,436.0,3.0,yes
26.0,technician,,tertiary,15161,no,no,2,feb,280.0,1.0,yes
51.0,admin.,,tertiary,0,yes,yes,8,mar,124.0,2.0,yes
58.0,entrepreneur,,tertiary,776,yes,no,9,jul,990.0,1.0,yes
51.0,admin.,,secondary,1994,no,no,18,jun,771.0,2.0,yes
33.0,admin.,,secondary,616,no,no,6,sep,250.0,3.0,yes
46.0,housemaid,,primary,3512,no,no,30,oct,175.0,1.0,yes
34.0,technician,,tertiary,6529,no,no,14,aug,505.0,2.0,yes
40.0,blue-collar,,primary,0,yes,no,21,jul,1080.0,4.0,yes
40.0,admin.,divorced,secondary,2129,no,no,30,apr,452.0,1.0,yes
46.0,technician,,secondary,874,no,no,19,nov,819.0,3.0,yes
59.0,entrepreneur,,secondary,496,no,no,22,oct,738.0,3.0,yes
34.0,technician,,tertiary,1539,yes,no,15,jun,441.0,1.0,yes
49.0,management,divorced,tertiary,348,no,no,30,oct,125.0,1.0,yes
28.0,management,,tertiary,1287,yes,no,26,feb,65.0,1.0,yes
56.0,management,,tertiary,12356,yes,no,26,may,410.0,1.0,yes
28.0,technician,,secondary,5763,no,yes,5,mar,196.0,2.0,yes
33.0,blue-collar,,secondary,-267,yes,no,20,apr,1030.0,3.0,yes
37.0,unemployed,,secondary,443,no,no,29,jan,1600.0,1.0,yes
38.0,services,,secondary,934,yes,no,14,may,715.0,1.0,yes
25.0,technician,,secondary,4859,no,no,12,jan,227.0,1.0,yes
74.0,retired,,tertiary,1843,no,no,15,sep,251.0,2.0,yes
42.0,unemployed,,secondary,1289,no,no,15,jul,250.0,4.0,yes
29.0,housemaid,,tertiary,19,no,no,3,dec,274.0,1.0,yes
60.0,retired,,secondary,8332,no,no,16,mar,279.0,1.0,yes
41.0,blue-collar,,secondary,5517,yes,no,10,jul,584.0,1.0,yes
51.0,admin.,,secondary,949,no,no,5,aug,1092.0,1.0,yes
49.0,blue-collar,,primary,-157,yes,no,7,jul,491.0,3.0,yes
41.0,management,,tertiary,254,no,no,9,jun,183.0,2.0,yes
31.0,blue-collar,,secondary,136,no,no,12,may,228.0,2.0,yes
25.0,admin.,,secondary,285,no,no,3,jul,658.0,3.0,yes
32.0,management,divorced,tertiary,874,no,no,12,aug,1282.0,6.0,yes
73.0,retired,,tertiary,1641,yes,no,27,feb,49.0,2.0,yes
31.0,management,,secondary,1088,yes,no,8,apr,575.0,2.0,yes
32.0,student,,tertiary,1138,no,no,10,feb,402.0,3.0,yes
27.0,student,,tertiary,13107,yes,no,6,apr,661.0,1.0,yes
60.0,retired,,tertiary,2557,yes,no,2,feb,415.0,1.0,yes
34.0,admin.,,tertiary,142,yes,no,13,may,459.0,1.0,yes
43.0,admin.,,secondary,733,yes,no,19,nov,1102.0,3.0,yes
31.0,entrepreneur,,tertiary,-405,yes,yes,13,aug,703.0,2.0,yes
42.0,management,,tertiary,11008,no,no,28,jul,822.0,6.0,yes
27.0,services,,secondary,246,no,no,17,jun,453.0,2.0,yes
57.0,retired,,tertiary,0,yes,yes,28,may,648.0,1.0,yes
30.0,management,,tertiary,536,no,no,14,jan,362.0,2.0,yes
45.0,admin.,divorced,tertiary,1506,no,no,28,jul,365.0,4.0,yes
49.0,admin.,,secondary,716,yes,no,15,may,1257.0,3.0,yes
31.0,management,,tertiary,354,no,no,21,apr,242.0,2.0,yes
41.0,management,divorced,tertiary,1757,no,no,22,apr,314.0,1.0,yes
57.0,technician,,secondary,7554,no,no,28,oct,141.0,1.0,yes
57.0,management,divorced,unknown,854,no,no,6,oct,480.0,1.0,yes
58.0,retired,,secondary,1230,no,no,20,may,420.0,1.0,yes
54.0,management,,tertiary,1303,no,no,3,feb,1635.0,1.0,yes
36.0,management,,tertiary,93,no,no,12,jul,262.0,2.0,yes
53.0,services,divorced,primary,-291,yes,yes,7,may,591.0,1.0,yes
34.0,admin.,,tertiary,69,no,yes,3,aug,263.0,3.0,yes
27.0,unemployed,,secondary,771,no,no,21,oct,181.0,1.0,yes
41.0,services,,secondary,-675,yes,yes,18,mar,147.0,4.0,yes
62.0,technician,,secondary,973,no,no,2,feb,326.0,1.0,yes
27.0,blue-collar,,primary,377,no,no,19,feb,645.0,2.0,yes
37.0,technician,,secondary,480,no,no,22,oct,344.0,2.0,yes
22.0,student,,secondary,552,no,no,1,sep,327.0,1.0,yes
27.0,student,,tertiary,3733,yes,no,13,feb,299.0,6.0,yes
30.0,services,,secondary,-158,yes,no,12,may,426.0,1.0,yes
28.0,admin.,,secondary,136,no,no,16,jun,355.0,1.0,yes
27.0,admin.,,secondary,4590,yes,no,10,nov,131.0,4.0,yes
42.0,management,divorced,secondary,283,yes,no,23,jul,761.0,1.0,yes
36.0,management,,tertiary,0,yes,no,23,oct,140.0,1.0,yes
27.0,blue-collar,,secondary,419,yes,no,4,jun,1181.0,2.0,yes
58.0,services,divorced,secondary,462,no,no,12,aug,332.0,1.0,yes
55.0,technician,divorced,secondary,4,no,no,28,jan,1048.0,1.0,yes
52.0,admin.,divorced,secondary,363,yes,no,21,aug,168.0,1.0,yes
42.0,management,,tertiary,7560,no,no,28,jan,132.0,1.0,yes
46.0,management,divorced,tertiary,1297,no,no,11,aug,716.0,3.0,yes
32.0,technician,,secondary,40,no,no,8,aug,419.0,2.0,yes
52.0,technician,,secondary,436,no,yes,22,mar,,1.0,yes
57.0,admin.,,secondary,403,yes,no,18,may,603.0,1.0,yes
40.0,technician,,secondary,5637,yes,no,30,may,553.0,3.0,yes
30.0,self-employed,,tertiary,916,no,no,29,dec,449.0,2.0,yes
30.0,management,,tertiary,1942,yes,yes,21,nov,436.0,2.0,yes
39.0,technician,divorced,secondary,385,no,no,13,oct,242.0,1.0,yes
28.0,technician,,secondary,-1042,yes,no,6,jun,712.0,2.0,yes
34.0,management,,tertiary,3696,no,no,8,apr,758.0,2.0,yes
30.0,management,,tertiary,3384,no,no,4,jun,578.0,2.0,yes
24.0,technician,,secondary,556,yes,no,8,feb,278.0,1.0,yes
59.0,management,,tertiary,315,no,no,2,mar,591.0,1.0,yes
38.0,unemployed,,tertiary,2812,yes,no,30,apr,830.0,1.0,yes
47.0,unemployed,,primary,324,no,no,21,nov,462.0,2.0,yes
52.0,blue-collar,,secondary,-519,yes,no,9,jun,442.0,,yes
35.0,student,,secondary,188,yes,no,16,feb,75.0,3.0,yes
61.0,management,,tertiary,267,no,no,20,apr,190.0,1.0,yes
46.0,self-employed,divorced,tertiary,21,no,no,30,jul,566.0,2.0,yes
55.0,admin.,,unknown,2038,no,no,9,apr,394.0,1.0,yes
42.0,technician,,unknown,11115,no,no,10,aug,187.0,1.0,yes
26.0,management,,tertiary,194,no,no,22,apr,407.0,2.0,yes
58.0,admin.,,secondary,169,no,no,13,aug,880.0,1.0,yes
46.0,management,divorced,secondary,0,no,no,27,aug,763.0,5.0,yes
39.0,management,,secondary,2981,no,no,26,mar,200.0,1.0,yes
29.0,student,,secondary,67,no,no,23,feb,211.0,1.0,yes
21.0,technician,,unknown,360,no,no,26,may,131.0,2.0,yes
57.0,technician,,primary,3376,yes,no,2,jun,421.0,2.0,yes
31.0,management,,tertiary,4718,yes,no,21,nov,536.0,1.0,yes
49.0,technician,divorced,unknown,387,no,no,28,jan,325.0,1.0,yes
56.0,management,divorced,tertiary,4266,yes,no,17,jun,490.0,4.0,yes
30.0,admin.,,secondary,396,yes,no,13,may,366.0,3.0,yes
34.0,technician,,secondary,2085,no,no,10,aug,356.0,3.0,yes
35.0,management,,tertiary,62,yes,no,20,apr,213.0,3.0,yes
55.0,retired,divorced,secondary,-268,no,yes,24,jul,1417.0,1.0,yes
44.0,blue-collar,,secondary,1697,yes,no,4,jul,150.0,2.0,yes
36.0,technician,,tertiary,341,no,no,13,aug,282.0,1.0,yes
63.0,retired,divorced,primary,109,no,no,10,nov,406.0,2.0,yes
37.0,management,,tertiary,0,no,no,15,jan,426.0,2.0,yes
58.0,retired,,primary,4158,no,no,13,aug,455.0,2.0,yes
37.0,management,,tertiary,156,no,no,19,nov,366.0,3.0,yes
26.0,management,,tertiary,390,no,no,7,aug,325.0,1.0,yes
44.0,blue-collar,,primary,36,yes,no,15,may,551.0,1.0,yes
37.0,technician,,tertiary,0,yes,no,23,jul,366.0,6.0,yes
53.0,management,divorced,tertiary,50,yes,no,15,may,669.0,1.0,yes
37.0,management,,tertiary,102,yes,no,6,may,445.0,1.0,yes
40.0,blue-collar,,primary,57,yes,no,31,jul,1007.0,9.0,yes
40.0,blue-collar,divorced,secondary,973,no,no,14,may,449.0,1.0,yes
31.0,management,,tertiary,3,yes,yes,11,feb,331.0,1.0,yes
36.0,self-employed,,secondary,1245,yes,no,6,jun,1469.0,9.0,yes
36.0,blue-collar,,primary,828,no,no,13,may,1512.0,1.0,yes
52.0,blue-collar,,unknown,0,yes,no,9,jul,1486.0,1.0,yes
39.0,blue-collar,,secondary,167,yes,yes,12,may,612.0,1.0,yes
47.0,admin.,,unknown,66,no,no,7,aug,358.0,1.0,yes
49.0,entrepreneur,,secondary,687,yes,no,17,apr,772.0,1.0,yes
32.0,technician,,tertiary,2688,no,no,14,oct,216.0,1.0,yes
36.0,management,,tertiary,625,yes,no,18,jul,1360.0,9.0,yes
27.0,technician,,secondary,1742,yes,no,16,may,787.0,1.0,yes
71.0,retired,divorced,primary,1729,no,no,17,nov,456.0,2.0,yes
32.0,blue-collar,,secondary,889,yes,no,10,sep,185.0,1.0,yes
29.0,management,,tertiary,224,yes,no,24,apr,65.0,2.0,yes
64.0,housemaid,,primary,768,no,no,14,jan,371.0,1.0,yes
24.0,student,,secondary,1809,no,no,11,oct,165.0,1.0,yes
21.0,student,,primary,423,no,no,18,jan,287.0,5.0,yes
42.0,entrepreneur,divorced,secondary,335,yes,no,12,may,580.0,1.0,yes
47.0,blue-collar,,secondary,182,yes,no,10,jul,39.0,1.0,yes
53.0,blue-collar,divorced,primary,4401,no,no,11,nov,241.0,1.0,yes
33.0,admin.,,secondary,607,no,no,27,feb,,2.0,yes
62.0,retired,,primary,1084,no,no,14,apr,505.0,1.0,yes
33.0,blue-collar,,secondary,0,no,no,29,jul,454.0,6.0,yes
58.0,unemployed,,secondary,687,yes,no,30,apr,341.0,2.0,yes
52.0,services,,secondary,659,no,no,27,oct,,1.0,yes
37.0,technician,,secondary,1435,no,no,18,aug,724.0,16.0,yes
37.0,management,,tertiary,8828,no,no,12,jun,1010.0,3.0,yes
34.0,admin.,,tertiary,69,no,yes,25,nov,296.0,1.0,yes
79.0,retired,divorced,primary,79,no,no,9,oct,1106.0,2.0,yes
54.0,self-employed,,tertiary,990,no,no,3,jun,244.0,2.0,yes
28.0,admin.,,secondary,2290,yes,no,18,may,2301.0,1.0,yes
33.0,management,,tertiary,679,no,no,5,aug,1109.0,2.0,yes
21.0,blue-collar,,primary,-172,yes,yes,15,may,409.0,1.0,yes
46.0,self-employed,,secondary,548,no,no,12,aug,1181.0,4.0,yes
38.0,technician,,secondary,565,yes,no,30,apr,1143.0,1.0,yes
32.0,services,,primary,228,yes,no,21,jul,1017.0,6.0,yes
34.0,self-employed,,tertiary,0,no,no,28,aug,730.0,11.0,yes
49.0,admin.,,tertiary,228,yes,no,2,mar,368.0,1.0,yes
31.0,technician,,tertiary,454,no,no,30,apr,266.0,1.0,yes
32.0,self-employed,,secondary,514,yes,no,11,jul,812.0,1.0,yes
38.0,blue-collar,,tertiary,2885,yes,no,20,jun,1422.0,10.0,yes
27.0,blue-collar,,tertiary,567,no,no,25,nov,238.0,2.0,yes
78.0,unknown,,unknown,2235,no,no,14,apr,300.0,3.0,yes
60.0,retired,,secondary,5267,no,no,4,sep,520.0,1.0,yes
36.0,admin.,,tertiary,29,no,no,12,aug,576.0,1.0,yes
75.0,retired,,secondary,291,no,no,12,aug,350.0,1.0,yes
30.0,management,,tertiary,4889,no,no,11,aug,545.0,2.0,yes
30.0,management,,tertiary,502,no,yes,18,jul,572.0,1.0,yes
50.0,admin.,,secondary,3608,yes,no,13,nov,176.0,2.0,yes
37.0,management,,tertiary,3556,no,no,9,nov,268.0,1.0,yes
60.0,admin.,divorced,secondary,-41,yes,yes,6,feb,1658.0,1.0,yes
26.0,management,,tertiary,3944,yes,no,14,may,974.0,2.0,yes
49.0,services,,secondary,202,yes,no,17,nov,651.0,2.0,yes
40.0,technician,,tertiary,1175,no,no,14,apr,184.0,1.0,yes
46.0,admin.,,secondary,974,no,no,17,mar,178.0,1.0,yes
38.0,management,,tertiary,3141,no,no,9,nov,347.0,4.0,yes
74.0,retired,divorced,secondary,4079,no,no,19,oct,343.0,3.0,yes
35.0,services,,tertiary,0,no,no,3,jul,704.0,1.0,yes
50.0,unemployed,,secondary,3357,no,no,9,jun,239.0,4.0,yes
54.0,management,,primary,2587,no,no,2,jun,236.0,2.0,yes
35.0,management,divorced,tertiary,434,yes,no,13,aug,1314.0,2.0,yes
36.0,unemployed,,tertiary,1291,no,no,3,feb,298.0,1.0,yes
30.0,blue-collar,,secondary,315,no,no,23,jun,1407.0,1.0,yes
36.0,services,,secondary,394,no,no,5,aug,324.0,1.0,yes
41.0,management,,tertiary,5561,no,no,20,aug,649.0,2.0,yes
30.0,admin.,,secondary,3528,no,no,4,aug,250.0,1.0,yes
39.0,entrepreneur,,primary,437,yes,no,27,oct,150.0,1.0,yes
34.0,services,,tertiary,3119,no,no,16,oct,306.0,1.0,yes
32.0,services,,secondary,264,yes,yes,19,nov,1502.0,1.0,yes
35.0,unemployed,,primary,3285,no,no,21,nov,1555.0,2.0,yes
50.0,management,,tertiary,1396,no,no,25,aug,731.0,6.0,yes
28.0,services,,secondary,510,yes,yes,8,jul,1767.0,2.0,yes
44.0,blue-collar,,primary,-101,yes,no,15,may,679.0,1.0,yes
32.0,blue-collar,,primary,634,no,no,29,jan,696.0,1.0,yes
30.0,management,,tertiary,4210,no,no,12,aug,796.0,4.0,yes
59.0,retired,,secondary,0,no,no,5,jun,812.0,1.0,yes
35.0,technician,divorced,secondary,84,yes,yes,6,may,954.0,1.0,yes
30.0,blue-collar,,secondary,278,yes,yes,23,may,1073.0,1.0,yes
42.0,management,,unknown,849,yes,no,8,oct,667.0,1.0,yes
63.0,retired,,secondary,1612,no,no,17,feb,233.0,2.0,yes
35.0,technician,,secondary,204,yes,no,25,may,236.0,1.0,yes
43.0,unemployed,divorced,secondary,1854,no,no,30,apr,323.0,1.0,yes
27.0,technician,,tertiary,4661,no,no,8,apr,,1.0,yes
