ultima_compra,visitas,online,loja,catalogo,descontos,vinho,doces,fruta,carne,peixe,renda,total_gasto,adolescentes,criancas,estado_civil,educacao,tempo_cliente,reclamacao,idade,aceitou_campanha
33,6,1,3,0,2,17,0,0,3,0,27159.0,20,1,1,casado,mestrado,2251,0,47,0
87,3,1,3,1,2,15,4,4,10,3,39548.0,36,1,1,solteiro,segundo_grau,2249,0,57,0
0,7,3,2,1,2,6,0,16,24,11,21474.0,57,0,1,solteiro,graduado,2241,0,31,1
73,6,6,8,2,2,458,4,0,24,6,60504.0,492,1,0,solteiro,doutorado,2301,0,49,0
74,8,3,2,2,1,30,21,3,47,19,22419.0,120,0,0,casado,graduado,2596,0,57,0
4,1,3,13,8,1,179,123,28,520,111,81698.0,961,0,0,casado,mestrado,2394,0,71,1
50,8,4,5,1,6,90,6,17,97,15,43462.0,225,1,1,uniao_estavel,graduado,2814,0,68,0
57,5,6,11,2,2,308,45,85,137,102,54880.0,677,0,1,solteiro,doutorado,2644,0,42,0
30,2,5,7,6,1,557,185,129,761,29,79908.0,1661,0,0,casado,graduado,2609,0,38,0
27,5,2,4,0,2,7,8,4,13,15,15315.0,47,0,0,casado,segundo_grau,2489,0,50,0
61,6,5,4,10,1,1492,57,38,287,50,87771.0,1924,1,0,uniao_estavel,graduado,2562,0,61,1
4,5,2,4,0,1,30,8,8,12,8,33039.0,66,0,1,casado,graduado,2452,0,42,0
75,2,6,7,6,0,249,134,153,940,58,81741.0,1534,0,0,solteiro,graduado,2537,0,40,0
12,4,8,13,3,2,465,0,25,132,136,71499.0,758,1,0,uniao_estavel,mestrado,2528,0,49,0
13,4,6,12,3,5,129,121,129,259,168,62466.0,806,1,0,casado,segundo_grau,2324,0,50,0
9,3,3,7,2,3,174,6,18,81,28,48799.0,307,1,0,divorciado,doutorado,2395,0,57,0
48,4,3,5,2,2,189,2,2,29,3,52157.0,225,1,0,uniao_estavel,doutorado,2181,0,70,0
80,8,4,9,2,4,747,40,10,161,65,66565.0,1023,1,0,solteiro,graduado,2730,0,58,0
60,5,1,2,0,1,6,0,0,2,2,29298.0,10,1,1,uniao_estavel,mestrado,2454,0,69,0
43,6,1,2,0,1,14,0,0,3,0,47691.0,17,1,0,solteiro,graduado,2518,0,41,0
19,7,1,2,0,1,12,0,0,4,0,38200.0,16,1,1,uniao_estavel,graduado,2728,0,50,0
26,6,5,5,1,5,98,10,0,106,49,44989.0,263,1,0,casado,graduado,2814,0,46,0
58,7,1,3,0,2,32,0,0,5,0,38443.0,37,1,1,casado,doutorado,2312,0,52,0
42,8,4,3,1,3,51,24,12,49,17,38593.0,153,0,1,solteiro,segundo_grau,2448,0,42,0
27,5,5,5,1,1,200,10,5,44,0,64413.0,259,1,0,uniao_estavel,doutorado,2491,0,50,0
56,8,2,3,0,2,25,0,6,25,6,36959.0,62,0,1,casado,mestrado,2429,0,39,0
27,5,6,8,4,3,1050,0,12,144,0,61996.0,1206,1,0,casado,doutorado,2673,0,43,1
10,7,4,3,1,3,117,0,0,22,13,51287.0,152,1,1,casado,graduado,2248,0,52,0
48,8,3,3,0,4,9,2,4,17,10,13260.0,42,1,1,casado,graduado,2469,0,50,0
39,5,2,4,0,2,56,0,0,11,0,47472.0,67,1,1,uniao_estavel,doutorado,2445,0,54,0
85,7,4,4,2,6,145,2,13,46,17,54603.0,223,1,1,uniao_estavel,mestrado,2514,0,64,0
64,6,3,6,1,5,203,0,0,10,0,45207.0,213,1,1,casado,doutorado,2755,0,46,0
69,8,7,5,1,7,270,6,3,27,39,40689.0,345,1,0,uniao_estavel,graduado,2627,0,69,0
54,8,1,3,0,1,9,6,0,16,6,47821.0,37,1,1,uniao_estavel,segundo_grau,2411,0,53,0
57,7,2,3,1,1,37,11,12,23,8,27450.0,91,0,0,casado,mestrado,2599,0,69,0
64,6,2,3,0,2,46,0,0,7,0,39453.0,53,0,1,uniao_estavel,graduado,2246,0,37,0
10,4,2,4,1,4,31,2,1,13,7,26850.0,54,1,1,uniao_estavel,segundo_grau,2231,0,49,0
65,3,5,5,11,1,1060,0,21,530,32,79800.0,1643,0,0,viuvo,graduado,2803,0,65,1
74,2,4,10,4,2,264,47,47,188,54,61794.0,600,1,0,casado,mestrado,2447,0,59,0
4,7,7,7,1,3,399,4,4,30,6,53863.0,443,1,0,uniao_estavel,graduado,2202,0,65,0
94,4,1,3,1,1,8,5,9,9,2,24221.0,33,0,0,uniao_estavel,graduado,2472,0,61,0
41,7,2,2,1,2,19,4,0,35,6,39684.0,64,0,1,solteiro,doutorado,2784,1,36,1
25,2,5,5,11,0,817,163,183,797,106,92163.0,2066,0,0,casado,mestrado,2723,0,45,1
94,1,3,9,7,1,292,127,127,635,132,69882.0,1313,0,0,solteiro,mestrado,2390,0,55,0
9,4,1,3,0,1,12,2,6,2,11,33178.0,33,0,1,uniao_estavel,graduado,2309,0,43,0
47,1,3,7,4,1,130,34,30,168,20,59973.0,382,0,0,casado,doutorado,2450,0,48,0
12,7,3,2,1,3,6,10,4,16,3,17459.0,39,0,1,uniao_estavel,mestrado,2442,0,45,1
80,7,2,3,0,1,16,1,12,18,7,23910.0,54,0,1,divorciado,graduado,2770,0,51,0
20,8,1,3,0,2,19,0,0,9,0,42169.0,28,1,1,casado,mestrado,2412,0,51,0
39,6,2,3,1,3,4,9,7,15,13,26224.0,48,0,1,casado,segundo_grau,2549,0,42,0
57,8,3,4,0,3,31,8,3,31,2,31089.0,75,0,1,uniao_estavel,graduado,2840,0,39,0
27,7,1,3,0,1,36,0,0,2,0,30081.0,38,1,0,solteiro,graduado,2652,0,59,0
83,5,5,12,3,3,526,21,28,135,10,62807.0,720,1,0,uniao_estavel,graduado,2826,0,60,0
79,1,3,9,4,1,400,75,32,519,71,72906.0,1097,0,0,solteiro,graduado,2444,0,65,0
69,5,5,10,2,3,410,5,16,114,0,61467.0,545,2,0,casado,doutorado,2726,0,72,0
77,7,3,3,1,4,80,2,3,26,4,49618.0,115,1,1,uniao_estavel,mestrado,2678,0,54,0
15,10,5,2,1,4,88,3,10,46,2,21888.0,149,0,1,solteiro,mestrado,2706,0,34,1
99,5,1,3,1,2,55,0,0,6,2,42429.0,63,1,0,viuvo,graduado,2297,0,47,0
61,7,1,3,0,1,5,5,1,13,3,26150.0,27,1,2,divorciado,graduado,2634,0,64,0
23,7,1,3,0,2,8,2,4,5,15,30801.0,34,1,0,casado,primeiro_grau,2770,0,45,0
84,3,6,7,4,1,410,22,0,592,147,81168.0,1171,0,0,casado,graduado,2212,0,55,0
74,6,3,6,1,2,101,18,13,76,20,26877.0,228,0,0,solteiro,mestrado,2473,0,51,0
90,3,3,7,1,1,162,0,25,53,16,45006.0,256,0,0,viuvo,mestrado,2505,0,76,0
41,8,1,3,0,1,2,7,8,1,4,18978.0,22,0,1,casado,primeiro_grau,2724,0,47,0
28,7,2,3,0,2,25,0,0,8,2,22574.0,35,1,2,casado,graduado,2403,0,53,0
73,5,6,13,3,3,389,49,91,248,64,48240.0,841,0,0,solteiro,doutorado,2756,0,51,1
88,7,6,5,2,5,215,17,13,87,17,45837.0,349,1,1,casado,graduado,2497,0,46,0
94,8,1,3,0,2,27,0,0,5,0,35791.0,32,1,2,solteiro,mestrado,2578,0,55,0
31,4,1,3,0,1,5,5,6,10,6,54162.0,32,1,1,viuvo,graduado,2627,0,42,0
6,2,1,9,2,5,179,11,8,83,19,30522.0,300,1,0,casado,mestrado,2840,0,60,0
23,6,6,7,1,3,352,0,0,27,10,54456.0,389,1,0,casado,doutorado,2512,0,59,0
92,7,2,2,1,1,17,15,8,12,11,31632.0,63,0,0,solteiro,graduado,2509,0,49,0
52,1,4,6,3,1,625,17,35,169,58,72298.0,904,0,0,viuvo,graduado,2270,0,71,0
50,7,1,3,0,1,10,4,6,11,0,36975.0,31,0,1,solteiro,segundo_grau,2342,0,42,0
54,3,6,6,8,1,390,35,22,323,104,72635.0,874,0,0,casado,segundo_grau,2550,0,65,0
93,6,2,3,0,2,10,1,2,15,2,13624.0,30,0,1,casado,graduado,2684,0,44,0
56,3,8,7,4,1,215,31,63,507,231,84196.0,1047,1,0,solteiro,graduado,2550,0,45,0
28,7,11,5,11,7,1001,125,17,572,93,70971.0,1808,1,0,uniao_estavel,graduado,2805,0,60,1
94,9,3,3,0,3,19,1,18,33,24,34487.0,95,1,1,divorciado,doutorado,2820,0,43,0
76,9,4,4,1,3,41,3,5,129,10,28769.0,188,0,1,solteiro,graduado,2717,0,43,0
43,8,7,13,3,2,1181,30,107,199,39,69084.0,1556,0,1,casado,doutorado,2381,0,50,0
46,1,3,6,4,1,603,18,45,207,36,65488.0,909,0,0,uniao_estavel,doutorado,2175,0,62,0
13,4,6,12,3,5,129,121,129,259,168,62466.0,806,1,0,casado,segundo_grau,2324,0,50,0
27,7,2,3,1,1,10,1,24,15,13,32218.0,63,0,0,solteiro,segundo_grau,2293,0,60,1
12,3,6,7,7,1,514,198,22,732,42,83917.0,1508,0,0,solteiro,graduado,2596,0,47,1
3,7,1,2,0,1,14,0,0,1,0,46102.0,15,1,2,divorciado,graduado,2270,0,58,0
72,5,9,11,11,1,387,54,20,713,38,84574.0,1212,0,0,solteiro,graduado,2549,0,68,0
6,4,4,7,2,1,121,44,103,69,8,56181.0,345,1,0,casado,graduado,2696,0,58,0
53,7,8,9,4,5,965,41,69,279,54,63120.0,1408,1,0,divorciado,mestrado,2798,0,70,1
58,2,6,8,2,2,707,43,21,250,85,73691.0,1106,1,0,casado,graduado,2394,0,49,0
78,2,4,13,5,4,571,50,50,142,33,63381.0,846,1,0,uniao_estavel,graduado,2791,0,60,0
57,2,5,6,9,1,586,0,66,653,17,76140.0,1322,0,0,uniao_estavel,doutorado,2206,0,72,0
37,6,9,6,4,4,1063,12,89,102,16,62859.0,1282,1,0,divorciado,doutorado,2705,0,61,0
20,5,5,4,4,2,305,3,3,27,4,45906.0,342,1,0,solteiro,graduado,2577,0,56,0
73,2,4,6,2,1,1200,42,105,758,0,77632.0,2105,0,0,uniao_estavel,mestrado,2635,0,73,1
56,6,3,6,1,7,163,11,2,40,8,46463.0,224,1,1,casado,doutorado,2474,0,49,0
36,3,9,13,8,0,1009,21,181,104,202,105471.0,1517,0,0,uniao_estavel,graduado,2683,0,50,1
9,4,3,6,1,1,125,4,6,73,8,55282.0,216,0,1,divorciado,mestrado,2357,0,50,0
42,4,7,12,6,3,721,50,0,152,119,78710.0,1042,1,0,casado,mestrado,2196,0,43,0
28,5,7,7,1,2,315,31,4,62,41,66886.0,453,1,0,uniao_estavel,graduado,2445,0,62,0
23,1,4,9,6,0,1000,115,19,711,125,98777.0,1970,0,0,solteiro,mestrado,2291,0,60,0
38,9,1,3,0,2,16,3,0,17,6,29103.0,42,0,1,uniao_estavel,graduado,2830,0,35,0
63,6,9,12,6,5,757,80,80,217,29,67445.0,1163,1,0,casado,graduado,2845,0,46,0
71,2,1,4,1,1,30,1,2,25,0,50616.0,58,1,0,uniao_estavel,doutorado,2236,0,70,0
9,8,7,5,1,2,219,0,3,100,26,49431.0,348,1,0,divorciado,graduado,2854,0,65,0
87,6,3,4,1,2,111,6,3,28,2,61278.0,150,1,0,uniao_estavel,graduado,2335,0,67,0
92,6,3,5,1,2,45,20,47,52,21,26490.0,185,0,0,uniao_estavel,segundo_grau,2804,0,62,0
36,4,9,13,3,1,410,82,112,420,0,73059.0,1024,1,0,uniao_estavel,doutorado,2461,0,73,0
86,6,3,3,2,4,100,1,1,39,6,46734.0,147,2,1,solteiro,doutorado,2410,0,54,0
83,6,7,9,2,4,509,11,0,65,7,56253.0,592,1,0,uniao_estavel,graduado,2728,0,57,0
74,7,0,3,0,1,3,2,6,5,0,19986.0,16,0,1,casado,graduado,2386,0,35,0
87,4,6,13,4,1,445,98,53,213,104,58330.0,913,1,0,viuvo,graduado,2345,0,45,0
29,8,2,3,0,1,2,7,2,11,41,25965.0,63,0,0,casado,primeiro_grau,2819,0,40,0
88,6,1,3,0,1,4,2,1,11,6,14661.0,24,0,0,uniao_estavel,mestrado,2703,0,64,0
77,8,1,2,1,1,6,4,1,7,23,18690.0,41,0,0,casado,graduado,2707,0,61,0
25,7,1,2,0,1,14,0,0,3,0,45068.0,17,1,0,uniao_estavel,doutorado,2568,0,46,0
34,6,2,3,0,2,1,3,10,11,19,21063.0,44,0,1,solteiro,primeiro_grau,2436,0,33,0
43,8,1,3,0,1,26,0,0,6,0,29187.0,32,0,1,casado,doutorado,2575,0,52,0
76,3,3,5,1,3,111,9,16,37,7,54690.0,180,1,1,casado,segundo_grau,2393,0,49,0
81,5,7,10,8,3,418,51,61,428,80,59304.0,1038,1,0,casado,doutorado,2494,0,56,0
87,6,5,9,2,5,327,14,9,122,19,59247.0,491,2,0,solteiro,mestrado,2392,0,58,0
33,3,4,6,3,4,371,106,159,194,58,66731.0,888,1,0,viuvo,graduado,2814,0,50,0
38,4,6,8,4,2,275,101,59,107,69,77353.0,611,1,0,casado,graduado,2354,0,40,0
63,8,2,8,4,2,789,9,0,142,12,52614.0,952,1,0,solteiro,doutorado,2734,0,45,0
26,8,1,2,0,1,1,3,1,5,0,26751.0,10,0,2,casado,graduado,2197,0,46,0
17,5,10,5,3,3,1004,12,12,145,32,81300.0,1205,1,0,casado,doutorado,2766,0,57,1
75,1,2,12,2,1,187,43,81,149,25,70337.0,485,0,0,solteiro,graduado,2337,0,41,0
13,9,4,3,1,4,56,1,4,76,17,36145.0,154,0,1,casado,segundo_grau,2537,0,35,1
19,2,3,13,3,1,365,110,32,117,34,65295.0,658,0,0,solteiro,doutorado,2347,0,40,0
51,6,8,4,9,2,595,23,23,123,10,68118.0,774,1,0,divorciado,graduado,2413,0,57,0
81,7,11,13,5,1,1132,134,134,384,175,68743.0,1959,0,0,divorciado,graduado,2827,0,53,0
32,8,8,5,1,1,34,61,11,137,179,41039.0,422,0,0,uniao_estavel,segundo_grau,2498,0,38,0
84,5,3,6,1,2,116,6,6,82,6,38946.0,216,1,0,uniao_estavel,graduado,2407,0,65,0
87,1,2,6,8,1,565,32,32,435,28,65777.0,1092,0,0,uniao_estavel,graduado,2351,0,53,0
99,4,5,11,2,2,372,48,18,126,47,66476.0,611,1,0,divorciado,doutorado,2638,0,44,0
96,2,5,10,6,1,899,102,102,838,133,86857.0,2074,0,0,solteiro,doutorado,2814,0,48,1
40,1,3,12,5,1,760,40,40,480,0,77845.0,1320,0,0,uniao_estavel,doutorado,2203,0,31,0
3,2,4,4,6,1,260,9,86,559,63,69476.0,977,0,0,uniao_estavel,doutorado,2431,0,51,0
98,6,4,7,5,6,459,0,0,24,6,50611.0,489,1,0,divorciado,doutorado,2792,0,60,1
73,2,5,4,3,1,466,49,0,224,119,61209.0,858,0,0,solteiro,graduado,2467,0,50,0
90,3,1,4,4,3,67,11,15,80,17,42315.0,190,1,0,uniao_estavel,mestrado,2511,0,62,0
29,6,1,3,0,1,2,7,0,7,3,13084.0,19,0,0,uniao_estavel,primeiro_grau,2398,0,68,0
3,7,2,2,2,3,67,2,1,20,0,47570.0,90,1,1,viuvo,mestrado,2555,0,71,1
94,3,2,4,1,1,92,3,4,18,3,61923.0,120,2,0,casado,mestrado,2497,0,59,0
65,6,1,2,0,1,4,0,2,11,2,34824.0,19,0,0,solteiro,graduado,2254,0,25,0
33,8,2,3,0,3,20,3,1,28,3,26518.0,55,1,1,solteiro,doutorado,2606,0,71,1
46,6,8,6,4,2,273,83,11,178,62,45938.0,607,0,0,solteiro,graduado,2397,0,59,0
29,4,10,10,7,1,434,22,22,388,104,78468.0,970,0,0,uniao_estavel,graduado,2240,0,60,0
99,4,9,5,3,3,321,26,11,309,33,78901.0,700,1,0,divorciado,graduado,2444,0,47,0
26,4,8,8,2,2,212,64,123,177,15,71427.0,591,0,2,casado,graduado,2268,0,42,0
30,8,5,11,2,3,909,12,12,278,0,71022.0,1211,1,0,divorciado,graduado,2297,0,42,0
27,1,3,7,4,1,1184,16,32,352,21,90247.0,1605,0,0,solteiro,mestrado,2220,0,32,1
24,7,4,4,1,3,112,14,19,21,16,41335.0,182,0,1,divorciado,mestrado,2344,0,52,0
93,4,8,8,4,2,656,107,80,455,52,71952.0,1350,0,1,casado,graduado,2694,0,34,0
34,2,1,3,1,1,23,2,0,8,6,35682.0,39,0,1,divorciado,doutorado,2161,0,50,0
88,8,9,6,3,2,537,6,6,42,16,43185.0,607,1,0,divorciado,graduado,2604,0,69,0
96,7,2,5,4,3,712,0,0,45,0,66375.0,757,1,0,uniao_estavel,doutorado,2379,0,72,0
10,7,1,2,1,1,23,2,1,13,2,35178.0,41,0,1,casado,mestrado,2694,0,49,1
26,8,1,2,0,1,1,2,3,4,2,25252.0,12,0,1,casado,graduado,2511,0,34,0
49,5,7,10,5,4,664,0,58,83,32,55250.0,837,1,0,solteiro,mestrado,2775,0,55,0
11,6,2,3,1,2,6,14,10,21,19,33249.0,70,0,1,solteiro,graduado,2653,0,45,0
44,4,5,8,4,3,299,21,5,201,21,58398.0,547,0,0,uniao_estavel,graduado,2570,0,67,0
75,7,4,5,1,3,99,8,13,66,43,50272.0,229,0,1,uniao_estavel,graduado,2485,0,38,0
64,1,3,5,2,1,749,160,40,294,121,76618.0,1364,0,0,casado,doutorado,2728,0,45,0
19,2,5,8,3,1,345,138,25,501,63,87305.0,1072,0,0,divorciado,segundo_grau,2803,0,60,1
45,7,2,3,0,2,9,5,4,18,7,25851.0,43,0,1,uniao_estavel,graduado,2662,0,42,0
77,6,11,9,5,6,440,122,81,368,0,58710.0,1011,1,0,divorciado,graduado,2614,0,50,0
9,7,1,2,0,1,8,0,2,5,3,45160.0,18,1,1,solteiro,graduado,2251,0,62,0
1,4,5,5,4,2,670,28,9,249,0,74806.0,956,1,0,casado,mestrado,2716,0,55,0
90,7,11,8,1,1,524,28,0,134,28,59111.0,714,0,0,casado,graduado,2582,0,66,0
43,7,1,3,0,2,6,1,0,6,2,18988.0,15,0,1,casado,doutorado,2196,0,36,0
79,3,5,4,6,1,597,166,166,597,172,72190.0,1698,0,0,casado,graduado,2660,0,55,0
19,9,4,2,1,5,7,7,0,12,13,7500.0,39,0,1,casado,graduado,2856,0,44,1
99,6,2,3,0,1,54,0,0,7,0,44794.0,61,1,0,casado,graduado,2180,0,54,0
62,2,6,12,5,1,445,76,25,706,80,80395.0,1332,0,0,casado,graduado,2377,0,65,0
41,1,3,11,8,1,294,58,142,218,164,75012.0,876,0,0,divorciado,mestrado,2314,0,44,0
60,7,6,5,3,7,292,3,3,77,10,56962.0,385,1,2,casado,mestrado,2420,0,55,0
17,4,11,8,6,1,412,28,22,132,59,89891.0,653,0,0,uniao_estavel,graduado,2599,0,29,0
24,5,0,3,0,1,8,0,0,3,0,35946.0,11,1,1,divorciado,doutorado,2434,0,71,0
60,8,7,6,2,8,349,0,4,78,6,53593.0,437,1,1,uniao_estavel,doutorado,2850,0,67,0
57,3,4,10,2,7,328,24,9,124,12,66373.0,497,1,1,casado,graduado,2541,0,42,0
74,8,6,4,1,5,144,2,2,99,7,45072.0,254,2,1,divorciado,doutorado,2415,0,72,0
22,5,4,4,3,3,1126,28,28,211,37,89694.0,1430,1,1,divorciado,graduado,2422,0,47,0
46,2,4,13,8,1,967,50,0,617,43,72025.0,1677,0,0,casado,graduado,2220,0,71,1
69,4,8,4,5,2,432,136,79,341,177,67432.0,1165,1,0,casado,graduado,2616,0,47,0
29,2,4,7,1,1,138,18,39,63,55,70545.0,313,1,0,uniao_estavel,mestrado,2185,0,68,0
37,7,1,2,0,1,0,4,0,1,7,17487.0,12,0,1,casado,primeiro_grau,2627,0,31,0
26,4,7,6,5,2,509,24,133,497,78,62882.0,1241,1,0,uniao_estavel,graduado,2848,0,51,0
8,5,6,11,9,4,948,21,10,86,13,64108.0,1078,1,0,solteiro,doutorado,2622,0,67,0
26,8,3,3,0,2,39,3,2,25,4,34941.0,73,1,1,uniao_estavel,mestrado,2639,0,64,0
79,5,2,3,1,3,28,0,1,21,3,48767.0,53,2,1,solteiro,doutorado,2338,0,70,0
71,6,3,4,0,2,13,8,11,24,13,38702.0,69,0,1,uniao_estavel,segundo_grau,2491,0,42,0
83,3,6,5,9,1,307,31,26,360,138,82224.0,862,0,0,casado,graduado,2314,0,56,0
57,1,4,11,4,1,901,31,31,345,75,83844.0,1383,0,0,uniao_estavel,graduado,2572,0,68,0
37,5,2,4,0,3,2,8,5,12,4,17003.0,31,0,1,casado,segundo_grau,2361,0,45,0
30,1,3,12,8,1,283,106,17,372,138,71163.0,916,0,0,solteiro,graduado,2271,0,25,0
34,7,1,2,0,1,4,3,3,7,0,33697.0,17,0,1,solteiro,graduado,2446,0,50,0
0,6,10,7,10,1,769,34,80,252,15,63564.0,1150,0,0,casado,segundo_grau,2310,0,66,1
89,2,6,5,10,1,518,56,42,742,55,83443.0,1413,0,0,uniao_estavel,doutorado,2339,0,48,0
92,3,3,10,2,2,350,4,8,66,17,51518.0,445,1,0,uniao_estavel,doutorado,2428,0,62,0
87,4,6,13,4,1,445,98,53,213,104,58330.0,913,1,0,viuvo,graduado,2345,0,45,0
20,8,8,11,5,1,778,27,178,689,41,80952.0,1713,0,0,casado,graduado,2645,0,51,1
56,3,8,6,6,1,709,80,93,374,104,75507.0,1360,0,0,uniao_estavel,graduado,2217,0,41,0
28,4,7,13,3,1,359,116,35,314,93,63855.0,917,0,0,uniao_estavel,segundo_grau,2664,0,42,0
55,6,7,5,6,5,799,12,12,375,16,62220.0,1214,1,0,uniao_estavel,doutorado,2846,0,48,1
25,8,3,8,4,5,895,0,10,101,13,58512.0,1019,1,0,casado,graduado,2442,0,56,0
0,4,2,3,1,2,40,4,2,23,0,40662.0,69,0,1,casado,mestrado,2630,0,41,0
86,5,3,2,2,1,76,0,0,7,0,38829.0,83,1,0,casado,doutorado,2243,0,61,0
8,7,3,3,0,2,11,5,5,22,12,35523.0,55,0,1,casado,segundo_grau,2428,0,39,0
33,6,8,8,1,2,245,43,16,223,21,79146.0,548,1,1,solteiro,graduado,2225,0,53,0
13,3,6,10,4,1,647,67,107,391,175,78285.0,1387,0,0,casado,mestrado,2403,0,32,0
12,7,2,2,1,1,39,1,1,9,2,31626.0,52,0,1,solteiro,doutorado,2574,0,42,1
92,1,2,5,11,1,203,17,35,305,46,75127.0,606,0,0,solteiro,graduado,2197,0,68,0
90,6,3,4,2,3,138,0,3,38,4,48726.0,183,1,0,casado,graduado,2587,0,65,0
8,2,3,7,6,1,587,0,51,898,247,74985.0,1783,0,0,casado,graduado,2815,0,43,0
6,6,11,12,5,1,595,133,97,291,127,67430.0,1243,0,0,uniao_estavel,graduado,2821,0,33,0
91,4,2,4,1,1,43,15,12,23,29,46891.0,122,1,0,casado,segundo_grau,2460,0,55,0
52,6,6,7,1,4,301,0,7,74,10,62058.0,392,1,0,casado,mestrado,2558,0,64,0
3,2,5,12,2,2,180,32,32,348,76,72063.0,668,1,0,casado,graduado,2520,0,41,0
57,3,8,6,5,1,794,0,115,243,150,78939.0,1302,0,0,casado,doutorado,2358,0,69,0
9,8,7,7,3,8,392,26,5,91,28,42720.0,542,1,1,solteiro,graduado,2590,0,55,1
22,7,2,4,0,3,39,4,1,22,3,33622.0,69,1,1,casado,graduado,2601,0,48,0
76,20,0,1,0,0,107,2,2,12,2,6835.0,125,1,0,uniao_estavel,doutorado,2727,0,63,0
86,7,1,2,0,1,13,0,0,3,0,41452.0,16,1,1,uniao_estavel,graduado,2639,0,67,0
64,6,2,3,1,2,70,0,0,17,0,40760.0,87,1,0,solteiro,doutorado,2462,0,55,0
90,1,2,4,11,1,680,0,11,392,75,74250.0,1158,0,0,uniao_estavel,doutorado,2313,0,62,0
79,3,1,3,0,2,26,1,1,11,0,51124.0,39,1,1,solteiro,mestrado,2352,0,65,0
28,2,6,5,9,2,522,120,0,522,227,72258.0,1391,1,0,solteiro,graduado,2449,0,49,0
86,1,4,10,4,1,412,182,12,546,78,71466.0,1230,0,0,solteiro,doutorado,2244,0,46,0
42,4,1,3,0,2,6,0,5,5,8,36283.0,24,1,1,uniao_estavel,graduado,2235,0,44,0
39,7,1,2,1,1,2,1,3,6,4,20587.0,16,0,1,solteiro,graduado,2208,0,50,0
8,7,1,2,0,1,1,5,3,8,2,30467.0,19,0,1,casado,graduado,2261,0,48,0
40,8,1,3,0,1,6,6,2,15,6,31590.0,35,0,1,uniao_estavel,graduado,2535,0,48,0
5,7,2,3,0,2,4,16,12,5,3,20425.0,40,0,1,casado,primeiro_grau,2767,0,34,0
96,7,3,4,0,5,18,2,2,19,0,17144.0,41,1,1,uniao_estavel,mestrado,2293,0,60,0
28,7,6,4,8,6,324,18,48,186,39,42564.0,615,1,0,divorciado,doutorado,2702,0,52,1
22,7,7,8,1,6,327,4,9,125,25,43783.0,490,0,1,casado,mestrado,2190,0,42,0
30,9,7,5,1,4,229,3,27,71,13,40780.0,343,1,0,divorciado,graduado,2818,0,44,0
45,2,3,4,6,1,521,76,168,706,80,62847.0,1551,0,0,uniao_estavel,mestrado,2689,0,75,0
58,2,5,7,4,1,184,23,23,446,30,82017.0,706,0,0,casado,doutorado,2758,0,63,1
49,7,2,3,0,1,4,2,8,11,12,16813.0,37,0,0,solteiro,graduado,2504,0,70,0
37,4,3,5,3,4,183,2,2,64,7,51267.0,258,1,1,casado,graduado,2402,0,42,0
70,3,1,5,1,2,31,14,19,35,26,46524.0,125,1,0,solteiro,graduado,2609,0,59,0
33,7,4,7,1,1,219,9,3,60,12,45183.0,303,0,0,solteiro,mestrado,2684,0,58,0
98,6,10,7,3,3,479,14,28,136,75,70421.0,732,1,0,casado,doutorado,2160,0,66,0
17,8,11,8,4,3,584,8,44,212,46,60161.0,894,1,0,divorciado,segundo_grau,2773,0,55,0
54,3,6,12,5,1,627,91,91,597,159,73926.0,1565,0,0,uniao_estavel,graduado,2643,0,47,0
39,8,4,3,0,3,24,2,1,16,12,19329.0,55,0,1,casado,graduado,2356,0,52,0
81,4,4,9,4,4,330,27,5,159,36,61872.0,557,1,0,casado,mestrado,2357,0,50,0
71,5,1,3,0,1,19,1,1,10,2,46984.0,33,1,1,viuvo,graduado,2619,0,64,0
62,6,2,4,1,3,28,14,23,29,29,34838.0,123,1,1,casado,graduado,2685,0,69,0
8,2,6,13,8,1,606,148,148,228,15,82716.0,1145,0,0,solteiro,doutorado,2395,0,76,0
76,8,2,12,8,3,1039,58,43,204,153,48192.0,1497,0,0,casado,graduado,2608,0,62,1
66,7,7,7,1,6,411,0,0,26,0,49681.0,437,2,0,casado,mestrado,2396,0,44,0
83,2,1,3,1,1,34,7,1,19,2,56850.0,63,1,0,casado,mestrado,2257,0,49,0
28,3,3,6,4,4,161,3,28,136,32,55267.0,360,1,0,casado,graduado,2410,0,63,0
87,8,3,8,2,7,623,17,53,178,23,59666.0,894,1,1,casado,graduado,2623,0,48,0
43,2,5,6,9,2,604,161,26,470,123,72504.0,1384,1,0,solteiro,graduado,2608,0,48,0
0,6,1,2,1,1,3,16,10,8,3,26872.0,40,0,0,casado,graduado,2415,0,39,0
1,8,2,3,0,2,12,1,2,17,6,21359.0,38,0,1,solteiro,graduado,2594,0,48,1
1,2,5,6,4,1,184,30,174,256,50,73170.0,694,0,0,solteiro,graduado,2188,0,45,0
72,4,5,9,7,6,393,69,0,239,90,52750.0,791,1,0,casado,mestrado,2669,0,65,0
72,1,5,12,5,0,410,161,73,747,76,91820.0,1467,0,0,uniao_estavel,doutorado,2377,0,34,0
12,3,5,7,4,2,376,4,9,83,19,65968.0,491,1,0,uniao_estavel,doutorado,2207,0,50,0
89,6,1,2,0,1,7,1,2,4,2,30772.0,16,1,1,casado,graduado,2268,0,44,0
67,9,10,4,2,3,68,157,0,226,51,22507.0,502,0,0,solteiro,graduado,2741,0,66,0
